Serial No.,College Name,Course,Fees,Eligibility,Application Date
901,VSB College of Engineering Technical Campus,"B.Tech {Lateral}
1 Course",1.65 Lakhs (Total Fees),Diploma,-
902,Guru Nanak Institutions Technical Campus - [GNITC],"B.Tech
11 Courses",1.2 Lakhs (1st Year Fees),10+2 with 45% + TS EAMCET,3 Mar - 02 May 2024
902,Guru Nanak Institutions Technical Campus - [GNITC],"MBA
3 Courses","62,000 (1st Year Fees)",Pass in Graduation + CAT,7 Mar - 30 Apr 2024
902,Guru Nanak Institutions Technical Campus - [GNITC],"M.Tech
2 Courses","82,500 (1st Year Fees)",Pass in Graduation + GATE,-
902,Guru Nanak Institutions Technical Campus - [GNITC],"B.Tech {Lateral}
13 Courses",1.2 Lakhs (1st Year Fees),10+2 with 45% + TS ECET,-
902,Guru Nanak Institutions Technical Campus - [GNITC],"M.Pharm
1 Course",1.1 Lakhs (1st Year Fees),B.Pharm. with 50% + TS PGECET,-
903,Bineswar Brahma Engineering College- [BBEC],"BE
4 Courses","12,800 (1st Year Fees)",10+2 with 75% + JEE Main,no data found
904,Rawal Institutions,"B.Tech
4 Courses","70,000 (1st Year Fees)",10+2,no data found
904,Rawal Institutions,"Polytechnic
2 Courses","40,000 (1st Year Fees)",10th,no data found
904,Rawal Institutions,"B.Ed
1 Course","50,000 (1st Year Fees)",Graduation,no data found
904,Rawal Institutions,"BCA
1 Course","50,000 (1st Year Fees)",10+2,no data found
904,Rawal Institutions,"MBA
4 Courses","80,000 (1st Year Fees)",Graduation,no data found
905,Madhyanchal Professional University - [MPU],"B.Tech
10 Courses","30,000 - 40,000 (1st Year Fees)",10+2 with 45% + JEE Main,-
905,Madhyanchal Professional University - [MPU],"MBA
14 Courses","40,000 (1st Year Fees)",Graduation,-
905,Madhyanchal Professional University - [MPU],"M.Sc
14 Courses","18,000 - 30,000 (1st Year Fees)",Graduation,1 Aug - 31 Mar 2024
905,Madhyanchal Professional University - [MPU],"M.Tech
7 Courses","30,000 - 60,000 (1st Year Fees)",Graduation,-
905,Madhyanchal Professional University - [MPU],"M.Pharm
1 Course","60,000 (1st Year Fees)",B.Pharm. with 45%,-
906,Yenepoya Institute of Technology - [YIT],"BE
8 Courses",7.64 Lakhs (Total Fees),10+2 with 45% + KCET,10 Jan - 20 Feb 2024
907,Sapkal Knowledge Hub - [SKH],"BE
5 Courses","77,377 (1st Year Fees)",10+2 with 45% + JEE Main,no data found
907,Sapkal Knowledge Hub - [SKH],"M.Pharm
2 Courses","92,500 (1st Year Fees)",Pass in B.Pharm. + GPAT,no data found
907,Sapkal Knowledge Hub - [SKH],"MBA
5 Courses",1.06 Lakhs (1st Year Fees),Graduation,no data found
907,Sapkal Knowledge Hub - [SKH],"ME
4 Courses","89,377 (1st Year Fees)",Pass in Graduation + GATE,no data found
907,Sapkal Knowledge Hub - [SKH],"BE {Lateral}
5 Courses","77,142 (1st Year Fees)",10+3 with 45%,no data found
908,International School of Engineering - [INSOFE],MBA,33 Lakhs (Total Fees),Graduation,no data found
908,International School of Engineering - [INSOFE],"M.S
5 Courses",31.34 Lakhs (Total Fees),BE/ B.Tech,no data found
908,International School of Engineering - [INSOFE],"B.Sc
1 Course",3.2 Lakhs (1st Year Fees),10+2,no data found
908,International School of Engineering - [INSOFE],"BE
1 Course",3.2 Lakhs (1st Year Fees),10+2,no data found
908,International School of Engineering - [INSOFE],"PGP
2 Courses",2.85 Lakhs - 3.5 Lakhs (Total Fees),Graduation,no data found
909,Shikshapeeth College of Management and Technology - [SCMT],"MBA
1 Course","80,000 (1st Year Fees)",Graduation with 45%,no data found
909,Shikshapeeth College of Management and Technology - [SCMT],"BCA
1 Course","90,000 (1st Year Fees)",10+2 with 45%,no data found
909,Shikshapeeth College of Management and Technology - [SCMT],"BBA
1 Course","90,000 (1st Year Fees)",10+2 with 45%,no data found
909,Shikshapeeth College of Management and Technology - [SCMT],"B.Tech
1 Course",1.1 Lakhs (1st Year Fees),10+2,no data found
909,Shikshapeeth College of Management and Technology - [SCMT],"B.Com {Hons.}
1 Course","76,000 (1st Year Fees)",10 +2 with 45%,no data found
910,Thakur Institute of Aviation Technology - [TIAT],AME,1.4 Lakhs (Total Fees),10 +2,no data found
910,Thakur Institute of Aviation Technology - [TIAT],AML,2.8 Lakhs (Total Fees),10 +2,no data found
911,BFIT Group of Institutions - [BFIT],"B.Sc
17 Courses","41,500 - 71,500 (1st Year Fees)",10+2,no data found
911,BFIT Group of Institutions - [BFIT],"B.Tech
23 Courses","70,000 - 1.05 Lakhs (1st Year Fees)",10+2,no data found
911,BFIT Group of Institutions - [BFIT],"M.Sc
14 Courses","50,000 - 91,500 (1st Year Fees)",Graduation,no data found
911,BFIT Group of Institutions - [BFIT],"B.Sc (Nursing)
1 Course",2.25 Lakhs (1st Year Fees),10+2,no data found
911,BFIT Group of Institutions - [BFIT],"MBA
13 Courses",1.25 Lakhs - 2.5 Lakhs (1st Year Fees),Graduation,no data found
912,"AVN Institute of Engineering and Technology - [AVNIET], Ibrahimpatnam","B.Tech
9 Courses","95,000 (1st Year Fees)",10+2,3 Mar - 02 May 2024
912,"AVN Institute of Engineering and Technology - [AVNIET], Ibrahimpatnam","M.Tech
4 Courses","68,000 (1st Year Fees)",Graduation,-
912,"AVN Institute of Engineering and Technology - [AVNIET], Ibrahimpatnam","B.Tech {Lateral}
6 Courses","92,000 (1st Year Fees)",10+2 with 45% + TSECET,-
913,Amrita Sai Institute of Science and Technology - [ASIST],"B.Tech
11 Courses","43,000 (1st Year Fees)",10 +2,11 Mar - 25 Jul 2024
913,Amrita Sai Institute of Science and Technology - [ASIST],"M.Tech
5 Courses","43,000 (1st Year Fees)",Graduation,23 Mar - 12 May 2024
913,Amrita Sai Institute of Science and Technology - [ASIST],"Polytechnic
5 Courses","75,000 (Total Fees)",10th,20 Feb - 10 Apr 2024
913,Amrita Sai Institute of Science and Technology - [ASIST],"MBA
2 Courses","35,000 (1st Year Fees)",Graduation,20 Mar - 19 Apr 2024
913,Amrita Sai Institute of Science and Technology - [ASIST],MCA,"47,800 (1st Year Fees)",Graduation,20 Mar - 19 Apr 2024
914,Arya College of Engineering,"B.Tech
6 Courses","96,104 (1st Year Fees)",10+2 with 45%,31 May - 17 Jul 2024
914,Arya College of Engineering,"MBA
4 Courses","75,461 (1st Year Fees)",Graduation with 50%,31 May 2024
914,Arya College of Engineering,"M.Tech
1 Course","96,104 (1st Year Fees)",Graduation with 50%,31 May 2024
915,Bahubali College of Engineering - [BCE],"BE
6 Courses",4.17 Lakhs (Total Fees),10+2 with 45% + KCET,10 Jan - 20 Feb 2024
915,Bahubali College of Engineering - [BCE],"BE {Lateral}
5 Courses",3.13 Lakhs (Total Fees),10+3 with 45% + DCET,-
915,Bahubali College of Engineering - [BCE],"M.Tech
1 Course",1.51 Lakhs (Total Fees),Graduation with 50% + KPGCET,27 May - 17 Jun 2024
916,Bearys Institute of Technology-[BIT],"BE
5 Courses",4.17 Lakhs (Total Fees),10+2 with 45% + KCET,10 Jan - 20 Feb 2024
916,Bearys Institute of Technology-[BIT],"M.Tech
2 Courses",1.51 Lakhs (Total Fees),Pass in Graduation + GATE,27 May - 17 Jun 2024
917,Bharat Institute of Technology - [BIT],"B.Tech
7 Courses","95,000 (1st Year Fees)",10+2 with 45% + UPTAC,11 June - 30 Jul 2024
917,Bharat Institute of Technology - [BIT],"Polytechnic
3 Courses","45,000 (1st Year Fees)",10th,-
917,Bharat Institute of Technology - [BIT],"M.Tech
4 Courses","71,000 (1st Year Fees)",Graduation with 60%,-
917,Bharat Institute of Technology - [BIT],"M.Pharm
1 Course","71,000 (1st Year Fees)",B.Pharm. with 45% +UPTAC,-
917,Bharat Institute of Technology - [BIT],"MBA
1 Course","71,000 (1st Year Fees)",Graduation with 50% +UPTAC,19 June - 10 Jul 2024
918,Bharati Vidyapeeth College of Engineering - [BVCOE] Navi Mumbai,"BE
6 Courses",1.1 Lakhs (1st Year Fees),10+2 + MHT CET,16 Jan - 28 Jul 2024
918,Bharati Vidyapeeth College of Engineering - [BVCOE] Navi Mumbai,"BE {Lateral}
6 Courses",1.1 Lakhs (1st Year Fees),Diploma,-
919,Christ College of Engineering and Technology,"B.Tech
6 Courses","42,500 (1st Year Fees)",10+2 with 50% + KEAM,8 May - 22 May 2024
919,Christ College of Engineering and Technology,"MBA
1 Course","66,000 (Total Fees)",Graduation,-
919,Christ College of Engineering and Technology,MCA,"84,000 (Total Fees)",Graduation,-
920,Coorg Institute of Technology - [CIT],"BE
7 Courses",4.2 Lakhs - 7.64 Lakhs (Total Fees),10+2 with 45% + KCET,24 May - 17 Jun 2024
921,Dr. Sivanthi Aditanar College of engineering - [SACOE],"BE
6 Courses",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
921,Dr. Sivanthi Aditanar College of engineering - [SACOE],"B.Tech
1 Course",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
921,Dr. Sivanthi Aditanar College of engineering - [SACOE],"BE {Lateral}
5 Courses",1.65 Lakhs (Total Fees),10+3 with 50% + TNEA,-
921,Dr. Sivanthi Aditanar College of engineering - [SACOE],"B.Tech {Lateral}
1 Course",1.65 Lakhs (Total Fees),10+3 with 50% + TNEA,-
921,Dr. Sivanthi Aditanar College of engineering - [SACOE],"ME
4 Courses","60,000 (Total Fees)",Graduation with 50% + TANCET,15 Apr - 14 May 2024
922,G. Pullaiah College of Engineering and Technology - [GPCET],"B.Tech
6 Courses","52,800 (1st Year Fees)",10+2,11 Mar - 25 Jul 2024
922,G. Pullaiah College of Engineering and Technology - [GPCET],"MBA
1 Course","35,000 (1st Year Fees)",Graduation,20 Mar - 19 Apr 2024
922,G. Pullaiah College of Engineering and Technology - [GPCET],"M.Tech
3 Courses","43,000 (1st Year Fees)",Graduation,23 Mar - 12 May 2024
923,GSSS Institute of Engineering and Technology for Women - [GSSSIETW],"BE
6 Courses",3.98 Lakhs - 7.38 Lakhs (Total Fees),10+2,24 May - 17 Jun 2024
923,GSSS Institute of Engineering and Technology for Women - [GSSSIETW],"MBA
1 Course",1.28 Lakhs (Total Fees),Graduation with 50%,27 May - 17 Jun 2024
923,GSSS Institute of Engineering and Technology for Women - [GSSSIETW],"M.Tech
2 Courses",1.51 Lakhs (Total Fees),Graduation + 50% marks,27 May - 17 Jun 2024
924,Genba Sopanrao Moze College of Engineering Balewadi,"BE
7 Courses","42,500 (1st Year Fees)",10+2,16 Jan - 28 Jul 2024
924,Genba Sopanrao Moze College of Engineering Balewadi,"MBA
1 Course","70,000 (1st Year Fees)",Graduation + MAH MBA CET,11 Jan - 27 Jul 2024
925,Guru Nanak Dev Engineering College - [GNDEC ],"BE
10 Courses","81,000 (1st Year Fees)",10+2 with 45% + KCET,10 Jan - 20 Feb 2024
925,Guru Nanak Dev Engineering College - [GNDEC ],"M.Tech
3 Courses",1.51 Lakhs (Total Fees),Graduation with 50% + Karnataka PGCET,27 May - 17 Jun 2024
925,Guru Nanak Dev Engineering College - [GNDEC ],"MBA
1 Course",1.28 Lakhs (Total Fees),Graduation with 50% + KMAT,-
926,Haryana Engineering College - [HEC],"B.Tech
6 Courses","70,000 (1st Year Fees)",10+2 with 75% + JEE Main,29 May - 07 Aug 2024
926,Haryana Engineering College - [HEC],"MBA
1 Course","38,000 (1st Year Fees)",Graduation with 50% + CAT,-
926,Haryana Engineering College - [HEC],"M.Tech
3 Courses","82,880 (1st Year Fees)",Pass in Graduation + GATE,-
926,Haryana Engineering College - [HEC],B.Arch,"38,000 (1st Year Fees)",10+2,-
927,Holy Mary Institute of Technology and Science -[HITS],"B.Tech
9 Courses","69,000 (1st Year Fees)",10+2,3 Mar - 02 May 2024
927,Holy Mary Institute of Technology and Science -[HITS],"Polytechnic
4 Courses","15,500 (1st Year Fees)",Pass in 10th,16 Jan - 26 Apr 2024
927,Holy Mary Institute of Technology and Science -[HITS],"MBA
5 Courses","67,000 (1st Year Fees)",Graduation with 50% + TSICET,7 Mar - 30 Apr 2024
927,Holy Mary Institute of Technology and Science -[HITS],"M.Tech
9 Courses","64,500 (1st Year Fees)",Pass in Graduation + GATE,-
927,Holy Mary Institute of Technology and Science -[HITS],"B.Tech {Lateral}
11 Courses","66,000 (1st Year Fees)",10+2 with 45% + TS ECET,-
928,ITS Engineering College,"B.Tech
8 Courses",1.05 Lakhs - 1.39 Lakhs (1st Year Fees),10+2 with 45% + UPTAC,1 Mar - 30 Jul 2024
928,ITS Engineering College,"MBA
1 Course",1.33 Lakhs (1st Year Fees),Graduation with 50% + CAT,1 Mar - 10 Jul 2024
928,ITS Engineering College,"B.Tech {Lateral}
5 Courses","98,500 - 1.19 Lakhs (1st Year Fees)",Diploma with 45%+UPTAC,-
929,ILM College of Engineering and Technology - [ILMCET],"B.Tech
5 Courses",5.02 Lakhs (Total Fees),10+2 with 50% + KEAM,no data found
930,Indira College of Engineering & Management - [ICEM],"BE
5 Courses",1.16 Lakhs (1st Year Fees),10+2 with 45%,16 Jan - 28 Jul 2024
930,Indira College of Engineering & Management - [ICEM],"MBA
5 Courses",1.93 Lakhs (1st Year Fees),Graduation + MAH MBA CET,11 Jan - 27 Jul 2024
930,Indira College of Engineering & Management - [ICEM],"B.Tech
6 Courses",1.16 Lakhs (1st Year Fees),10+2 with 45%,16 Jan - 28 Jul 2024
930,Indira College of Engineering & Management - [ICEM],MCA,1.32 Lakhs (1st Year Fees),Graduation + MAH MCA CET,6 July - 21 Jul 2024
931,Indra Ganesan College of Engineering - [IGCENG],"B.Tech
2 Courses",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
931,Indra Ganesan College of Engineering - [IGCENG],"BE
7 Courses",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
931,Indra Ganesan College of Engineering - [IGCENG],"ME
2 Courses","60,000 (Total Fees)",Graduation with 50% + TANCET,15 Apr - 14 May 2024
931,Indra Ganesan College of Engineering - [IGCENG],"BE {Lateral}
5 Courses",1.65 Lakhs (Total Fees),-,-
931,Indra Ganesan College of Engineering - [IGCENG],"MBA
1 Course","41,000 (Total Fees)",Graduation with 50% + TANCET,10 June - 04 Jul 2024
932,K Ramakrishnan College of Technology - [KRCT],"B.Tech
3 Courses","65,000 (1st Year Fees)",10+2 with 50% + TNEA,-
932,K Ramakrishnan College of Technology - [KRCT],"BE
5 Courses","65,000 (1st Year Fees)",10+2 with 50% + TNEA,-
932,K Ramakrishnan College of Technology - [KRCT],"ME
4 Courses","30,000 (1st Year Fees)",Graduation with 50% + TANCET,15 Apr - 14 May 2024
933,Kalam Institute of Technology - [KIT],"B.Tech
6 Courses",2.12 Lakhs (Total Fees),10+2 with 75% + JEE Main,6 July - 20 Aug 2024
933,Kalam Institute of Technology - [KIT],"MBA
1 Course","80,000 (Total Fees)",Graduation with 50% + OJEE,-
934,Kandula Sreenivasa Reddy Memorial College of Engineering - [KSRMCE],"B.Tech
7 Courses","62,370 (1st Year Fees)",10+2 with 45% + AP EAMCET,11 Mar - 25 Jul 2024
934,Kandula Sreenivasa Reddy Memorial College of Engineering - [KSRMCE],"B.Tech {Lateral}
6 Courses",1.87 Lakhs (Total Fees),10+3 with 45% + AP ECET,-
934,Kandula Sreenivasa Reddy Memorial College of Engineering - [KSRMCE],"M.Tech
5 Courses","43,000 (1st Year Fees)",Graduation with 50%+AP PGECET,23 Mar - 12 May 2024
935,Karavali Institute of Technology - [KIT],"BE
9 Courses",4.17 Lakhs - 7.2 Lakhs (Total Fees),10+2 with 45% + KCET,24 May - 17 Jun 2024
935,Karavali Institute of Technology - [KIT],"MBA
5 Courses",1.28 Lakhs (Total Fees),Graduation with 50% + KMAT,-
935,Karavali Institute of Technology - [KIT],"M.Tech
4 Courses",1.51 Lakhs (Total Fees),Pass in Graduation + GATE,27 May - 17 Jun 2024
936,L.B.S. College of Engineering - [LBSCEK],"B.Tech
6 Courses",5.02 Lakhs (Total Fees),10+2 with 50% + KEAM,17 Mar - 31 Jul 2024
936,L.B.S. College of Engineering - [LBSCEK],"B.Tech {Lateral}
6 Courses",4.02 Lakhs (Total Fees),10+3 with 50% + KEAM,-
936,L.B.S. College of Engineering - [LBSCEK],"M.Tech
4 Courses","54,140 (1st Year Fees)",Pass in Graduation + GATE,-
937,Latha Mathavan Engineering College - [LMEC],"BE
5 Courses",2.2 Lakhs (Total Fees),10+2,6 May - 11 Jun 2024
937,Latha Mathavan Engineering College - [LMEC],"ME
1 Course","60,000 (Total Fees)",Graduation with 50% + TANCET,15 Apr - 14 May 2024
938,Manipur Institute of Technology - [MIT],"BE
5 Courses","69,200 (1st Year Fees)",10+2 with 75% + JEE Main,no data found
938,Manipur Institute of Technology - [MIT],"M.Tech
8 Courses","75,900 (1st Year Fees)",Graduation,no data found
939,Modern Institute of Technology and Research Centre -[MITRC],"B.Tech
6 Courses",2.69 Lakhs (Total Fees),10+2 + JEE Main,no data found
939,Modern Institute of Technology and Research Centre -[MITRC],"MBA
1 Course","88,000 (Total Fees)",Graduation,no data found
939,Modern Institute of Technology and Research Centre -[MITRC],"M.Tech
4 Courses",1.61 Lakhs (Total Fees),Pass in Graduation + GATE,no data found
940,Mohandas College of Engineering and Technology - [MCET],"B.Tech
7 Courses",5.02 Lakhs (Total Fees),10+2 with 50%,17 Mar - 31 Jul 2024
940,Mohandas College of Engineering and Technology - [MCET],"M.Tech
3 Courses",1.5 Lakhs (Total Fees),Graduation,-
940,Mohandas College of Engineering and Technology - [MCET],"B.Tech {Lateral}
6 Courses",4.02 Lakhs (Total Fees),10+3,-
940,Mohandas College of Engineering and Technology - [MCET],MCA,"35,000 (1st Year Fees)",Graduation,-
941,Narayana Engineering College - [NEC],"B.Tech
10 Courses","44,880 - 1.8 Lakhs (1st Year Fees)",10+2,1 July - 25 Jul 2024
941,Narayana Engineering College - [NEC],"MBA
5 Courses","43,900 (1st Year Fees)",Graduation,20 Mar - 19 Apr 2024
941,Narayana Engineering College - [NEC],"M.Tech
5 Courses","43,000 (1st Year Fees)",Graduation with 50%+AP PGECET,23 Mar - 12 May 2024
941,Narayana Engineering College - [NEC],MCA,"28,200 (1st Year Fees)",Graduation with 50% + APICET,20 Mar - 19 Apr 2024
942,Netaji Subhash Engineering College - [NSEC],"B.Tech
14 Courses",6.26 Lakhs (1st Year Fees),10+2,28 Dec - 27 Jan 2024
942,Netaji Subhash Engineering College - [NSEC],"B.Tech {Lateral}
10 Courses",6.25 Lakhs (1st Year Fees),Diploma,-
942,Netaji Subhash Engineering College - [NSEC],"B.Sc
2 Courses",1.11 Lakhs (1st Year Fees),10+2,-
942,Netaji Subhash Engineering College - [NSEC],"BCA
1 Course",1.05 Lakhs (1st Year Fees),10+2,-
942,Netaji Subhash Engineering College - [NSEC],"M.Tech
4 Courses",1 Lakh (1st Year Fees),Graduation,-
943,R.M.K. College of Engineering and Technology - [RMKCET],"BE
5 Courses",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
943,R.M.K. College of Engineering and Technology - [RMKCET],"B.Tech
1 Course",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
943,R.M.K. College of Engineering and Technology - [RMKCET],"BE {Lateral}
5 Courses",1.65 Lakhs (Total Fees),10+3 with 50% + TNEA,-
944,RITEE Group of Institutions,"B.Tech
11 Courses","82,150 (1st Year Fees)",10+2,no data found
944,RITEE Group of Institutions,"Diploma
8 Courses","69,000 (Total Fees)",10+2,no data found
944,RITEE Group of Institutions,"MBA
6 Courses","91,000 (1st Year Fees)",Graduation with 50%,no data found
944,RITEE Group of Institutions,"B.Tech {Lateral}
8 Courses","82,150 (1st Year Fees)",10+3,no data found
944,RITEE Group of Institutions,"BCA
1 Course","32,000 (1st Year Fees)",10+2,no data found
945,Rustamji Institute of Technology - [RJIT],"B.Tech
6 Courses","81,136 (1st Year Fees)",10+2 with 75% + JEE Main,13 June - 18 Aug 2024
945,Rustamji Institute of Technology - [RJIT],"M.Tech
2 Courses","66,350 (1st Year Fees)",Graduation + GATE,-
945,Rustamji Institute of Technology - [RJIT],MCA,"54,636 (1st Year Fees)",Graduation,30 June - 15 Sept 2024
946,SRK Institute of Technology,"B.Tech
9 Courses","43,000 (1st Year Fees)",10+2 with 45% + AP EAMCET,11 Mar - 25 Jul 2024
946,SRK Institute of Technology,"MBA
4 Courses","35,000 (1st Year Fees)",Graduation with 50% + APICET,20 Mar - 19 Apr 2024
946,SRK Institute of Technology,"M.Tech
2 Courses","57,000 (1st Year Fees)",Pass in Graduation + GATE,23 Mar - 12 May 2024
946,SRK Institute of Technology,MCA,"27,000 (1st Year Fees)",Graduation,20 Mar - 19 Apr 2024
947,SS College of Engineering,"B.Tech
5 Courses","77,000 (1st Year Fees)",10+2 with 45% + JEE Main,27 June - 17 Jul 2024
947,SS College of Engineering,"B.Tech {Lateral}
5 Courses","77,000 (1st Year Fees)",10+3 with 45% + RPET,-
947,SS College of Engineering,M.Tech,"70,000 (1st Year Fees)",Pass in Graduation + GATE,-
948,Shaheed Udham Singh Engineering College - [SUSEC],"B.Tech
6 Courses","96,400 (1st Year Fees)",10+2 with 75% + JEE Main,24 May - 14 Jun 2024
948,Shaheed Udham Singh Engineering College - [SUSEC],"Polytechnic
6 Courses","32,000 (1st Year Fees)",10th,-
948,Shaheed Udham Singh Engineering College - [SUSEC],"M.Tech
3 Courses","96,400 (1st Year Fees)",Graduation,-
948,Shaheed Udham Singh Engineering College - [SUSEC],"B.Tech {Lateral}
6 Courses","96,400 (1st Year Fees)",10+3 with 75% + JEE Main,-
949,Santhiram Engineering College Nandyal - [SREC],"B.Tech
7 Courses","43,000 (1st Year Fees)",10+2 with 45% + AP EAMCET,11 Mar - 25 Jul 2024
949,Santhiram Engineering College Nandyal - [SREC],"MBA
3 Courses","35,000 (1st Year Fees)",Graduation with 50% + APICET,20 Mar - 19 Apr 2024
949,Santhiram Engineering College Nandyal - [SREC],"M.Tech
1 Course","44,000 (1st Year Fees)",Pass in Graduation + GATE,23 Mar - 12 May 2024
949,Santhiram Engineering College Nandyal - [SREC],MCA,"27,000 (1st Year Fees)",Graduation,20 Mar - 19 Apr 2024
950,Shambhunath Institute of Engineering and Technology - [SIET],"B.Tech
5 Courses","79,400 (1st Year Fees)",10+2 with 45% + UPTAC,31 May - 30 Jul 2024
950,Shambhunath Institute of Engineering and Technology - [SIET],"MBA
5 Courses","46,700 (1st Year Fees)",Graduation with 50%,31 May - 10 Jul 2024
950,Shambhunath Institute of Engineering and Technology - [SIET],"M.Tech
2 Courses","79,400 (1st Year Fees)",Graduation,31 May 2024
951,Shri Shankaracharya Institute of Professional Management and Technology - [SSIPMT],"B.Tech
7 Courses","83,900 (1st Year Fees)",10+2,no data found
951,Shri Shankaracharya Institute of Professional Management and Technology - [SSIPMT],"B.Sc
3 Courses","29,500 - 33,000 (1st Year Fees)",10+2,no data found
951,Shri Shankaracharya Institute of Professional Management and Technology - [SSIPMT],"BCA
1 Course","28,000 (1st Year Fees)",10+2,no data found
951,Shri Shankaracharya Institute of Professional Management and Technology - [SSIPMT],"B.Com
2 Courses","29,000 - 33,000 (1st Year Fees)",10+2,no data found
951,Shri Shankaracharya Institute of Professional Management and Technology - [SSIPMT],"MBA
1 Course","71,600 (1st Year Fees)",Graduation,no data found
952,Siddhant College of Engineering - [SCOE] Sudumbare,"BE
5 Courses","65,000 (1st Year Fees)",10+2,16 Jan - 28 Jul 2024
952,Siddhant College of Engineering - [SCOE] Sudumbare,"Polytechnic
3 Courses","40,500 (1st Year Fees)",10th,-
952,Siddhant College of Engineering - [SCOE] Sudumbare,"M.E
6 Courses","53,000 (1st Year Fees)",Graduation,9 July - 29 Jul 2024
953,Sipna's College of Engineering and Technology,"BE
5 Courses",3.6 Lakhs (Total Fees),10+2,16 Jan - 28 Jul 2024
953,Sipna's College of Engineering and Technology,"MBA
1 Course",1.64 Lakhs (Total Fees),Graduation + MAH MBA CET,11 Jan - 27 Jul 2024
953,Sipna's College of Engineering and Technology,"ME
5 Courses",1.24 Lakhs (Total Fees),Graduation,9 July - 29 Jul 2024
954,Skyline Institute of Engineering and Technology - [SIET],"B.Tech
5 Courses",2.45 Lakhs (Total Fees),10+2 with 75% + UPTAC,11 June - 30 Jul 2024
954,Skyline Institute of Engineering and Technology - [SIET],"B.Tech {Lateral}
5 Courses",1.84 Lakhs (Total Fees),10+3 with 75% + UPTAC,-
954,Skyline Institute of Engineering and Technology - [SIET],"D.Pharm
1 Course",1.5 Lakhs (Total Fees),-,-
954,Skyline Institute of Engineering and Technology - [SIET],"MBA
6 Courses",1.33 Lakhs (Total Fees),Graduation with 50% + CAT,-
954,Skyline Institute of Engineering and Technology - [SIET],B.Pharm,2.82 Lakhs (Total Fees),10+2,-
955,Smt Kashibai Navale College of Engineering - [SKNCOE] Vadgaon,"BE
4 Courses","98,000 (1st Year Fees)",10+2 with 75% + JEE Main,16 Jan - 28 Jul 2024
955,Smt Kashibai Navale College of Engineering - [SKNCOE] Vadgaon,"MBA
1 Course",1.16 Lakhs (1st Year Fees),Graduation + MAH MBA CET,11 Jan - 27 Jul 2024
955,Smt Kashibai Navale College of Engineering - [SKNCOE] Vadgaon,"BE {Lateral}
4 Courses","98,000 (1st Year Fees)",10+3 with 75% + JEE Main,-
955,Smt Kashibai Navale College of Engineering - [SKNCOE] Vadgaon,"ME
5 Courses","99,000 (1st Year Fees)",Graduation + GATE,9 July - 29 Jul 2024
955,Smt Kashibai Navale College of Engineering - [SKNCOE] Vadgaon,"[ME] {Lateral}
1 Course","99,000 (1st Year Fees)",Graduation + GATE,9 July - 29 Jul 2024
956,Smt. Indira Gandhi College of Engineering - [SIGCE],"BE
7 Courses",3.96 Lakhs (Total Fees),10+2,16 Jan - 28 Jul 2024
956,Smt. Indira Gandhi College of Engineering - [SIGCE],"BE {Lateral}
5 Courses",2.97 Lakhs (Total Fees),Diploma,-
957,SR University - [SRU],"B.Tech
15 Courses",1.7 Lakhs - 5.2 Lakhs (1st Year Fees),10+2 with 50%,-
957,SR University - [SRU],"M.Sc
13 Courses",1.2 Lakhs - 2 Lakhs (1st Year Fees),Graduation with 50%,-
957,SR University - [SRU],"MBA
4 Courses",1 Lakh - 1.2 Lakhs (1st Year Fees),Graduation with 50%,7 Mar - 30 Apr 2024
957,SR University - [SRU],"M.Tech
10 Courses",1.14 Lakhs - 1.15 Lakhs (1st Year Fees),Graduation with 50%,-
957,SR University - [SRU],"BBA
21 Courses",1.45 Lakhs - 1.7 Lakhs (1st Year Fees),10+2 with 45%,-
958,Sree Chaitanya College of Engineering - [SCCE],"B.Tech
6 Courses","66,000 (1st Year Fees)",10+2 with 45% + TS EAMCET,3 Mar - 02 May 2024
958,Sree Chaitanya College of Engineering - [SCCE],"MBA
1 Course","52,000 (1st Year Fees)",Graduation with 50% + TSICET,7 Mar - 30 Apr 2024
958,Sree Chaitanya College of Engineering - [SCCE],"B.Tech {Lateral}
6 Courses","63,000 (1st Year Fees)",10+2 with 45% +TSECET,-
958,Sree Chaitanya College of Engineering - [SCCE],MCA,"55,500 (1st Year Fees)",Graduation with 50% + TSICET,7 Mar - 30 Apr 2024
959,Sri Jagadguru Chandrashekaranatha Swamiji Institute of Technology - [SJCIT],"BE
11 Courses",1.28 Lakhs - 7.64 Lakhs (Total Fees),10+2 with 45% + KCET,24 May - 17 Jun 2024
959,Sri Jagadguru Chandrashekaranatha Swamiji Institute of Technology - [SJCIT],"M.Tech
9 Courses",1.51 Lakhs (Total Fees),Graduation with 50% + Karnataka PGCET,27 May - 17 Jun 2024
