Serial No.,College Name,Info
534,Maharaj Vijayaram Gajapathi Raj College of Engineering - [MVGRCE],"I stay in the college boys hostel for the 4 years.The hostel is too good. The facilties include Wifi, Helathy food, Every day cleaning,GYM, Library, Auditorium, Ground and the sports kits. The menu will change daily. Breafast include 2 varity of items include Dosa & Upma, Idly & Vada, Puri & Idly etc.."
535,Manav Rachna University - [MRU],"there are ac and non ac rooms 2,3,4 sharing as well as off campus and in campus hostels are provided the food quality is above average I'll say and the registration process is also easy the hostel is allotted the same day you register"
535,Manav Rachna University - [MRU],Hostel facility is avaliable where their will be category of rooms like AC/Non-ac and 2 seat and 4 seat rooms. The meal quality and menu is good and healty the hostel is affordable and the process will be going in collage itself.
535,Manav Rachna University - [MRU],Hostel facility is very good and hostel is inside the hostel only and in hostel we have 2seater and 4 seater and fees is according to the taken seater and attached bathroom and common bathroom is there
535,Manav Rachna University - [MRU],"Hostal rooms is having many facilities like separate wardrobe, sturdy table, locker, AC and Non Ac rooms. Meal quality is very good menu is set for entire week they have different different meals daily and after a week there will be à rotation. Clean utensils and Din in area make it more beautiful.along with your admission you need to fill form for your hostal and just by paying hostal fees at the same time you will get your room in hostal. Hostal rooms are dual sharing. You can easily get PG in 21 sector near to college or greenfield's colony very near to University."
535,Manav Rachna University - [MRU],"No I was a localite and didn’t opt for Hostel. But some of my friends had taken hostel room, the hostel room was well furnished and tidy room. The breakups of hostel room for charges were around 80, 000 for cooler room and 1 lac for ac room. The hostel room was available for twin / triple sharing and prices were a bit higher for twin sharing."
536,Orissa Engineering College - [OEC],"The hostel rooms were very nice and clean with three sharing beds. It had water purifier, water cooler, 24hrs wifi and many more. The meal provided was ok, like one can survive eating that food. The registration process was quite easy and was super affordable also. Then the room i rented was inside the main city."
536,Orissa Engineering College - [OEC],I was not admitted in hostel actually. But in every prospective of view college have a separate hostel for boys and girls. Avarage rentals needs to be paid is 25000 per year. It's so easy to avail hostel facilities.
536,Orissa Engineering College - [OEC],"No I had not opted for Hostel because i am a day scholar,but My friends are stay in the hostel. There are enough seats in our college hostel.begin form first year to the final year students are stay in the hostel.There are separate hostel for both girls and boys.every hostel rooms are well furnished,well colored.There are maximum 4 students stay in a hostel room.Each room have and bathroom having geyser facility.water comes 24 hours.well prepared food for student which serves as tiffen,lunch and dinner.besided that buses are arranged for hostel student for outing in every Sunday."
536,Orissa Engineering College - [OEC],In the hostels 3 students has been appointed in one room with a wifi router and 3 almirah in the room. The charges of hostel is very low and very durable too. The only thing to worry is that the hostel is very far away from the city approx 12 km
536,Orissa Engineering College - [OEC],"I was in Hostel for one year and it costs around 40000 with fooding. It was a shared room. Infrasture of the hostel os very good. It is a 3rd floor multi wings campus with all facility like bed, table chair, washrooms, hall and playing ground. You must be enjoy to leave there."
537,RD Engineering College,Boys hostel fees- 55k. Girls hostel fees- 60k Food quality of hostel is good. And evening snacks are also been provided according to days. Most of the food in hostel menu is eatable for everyone. There is a variety of foods. Anyone can take hostel only they have to pay the hostel fees first.
537,RD Engineering College,The hostel room is pretty big. There are 4 times meals facility with special menu on the weekends. Hostel is registered at the time of admission and the process is pretty simple. There is fees relaxation in the hostel fees too.
537,RD Engineering College,I do not stay in the hostel because some reason is there. 1. They did not give non veg. 2. Tough rules and regulations. 3. Hostel fee is high. 4. No wifi facility 5. Hostel rooms are not good accordijg to me.
537,RD Engineering College,"No,i m day scholar. There are sharing rooms in our college. They don't have PG's.I guess 45000 is the Total hostel fee for whole year. Food quality is good."
537,RD Engineering College,Hostel facility was also very good there were separate hostel for girls and boys at boys hostel in one room only two students were allowed and each student get one table one chair one bed and a almirah and at mess we get three times meal and one time tea and snacks
538,Sri Indu Institute of Engineering & Technology - [SIIET],There is no hostel for boys in our college. Only girls have a hostel in college. The mess is very good and neat in the hostel room. Several rooms are provided for hostelries. The cost of the hostel fee may be around 60000 per annum but hostel mess and there will be nice to stay
538,Sri Indu Institute of Engineering & Technology - [SIIET],The hostel provided here are only for girls at present but a new block is being constructed for males .As I'm an outsider I have no idea on Fee structure and Mess. As I learnt from my fellows that the fee should be around Rs 50-60K .Mess is good.
538,Sri Indu Institute of Engineering & Technology - [SIIET],Campus Life:There will be traditional fest which is conducted in the first semester of each year. This will be conducted for the occasion of bathukamma celebration so that we should dress traditionally and celebrate it. And in the second semester we have technical fest and cultural fest. These fests are conducted at a time like if today we have technical fest then the following day we will have cultural fest. We have dance and anchoring programs on cultural fest whereas on technical fest we can keep our own stalls with our ideas. There will be wide range of books in library. We can play sports in the free period we have a big cricket ground and basketball ball court also we have volleyball court.
538,Sri Indu Institute of Engineering & Technology - [SIIET],Campus Life:Overall my experience of college life is worst because there is no technical festival and no extra curricular activities no sports day no proper books in library because of my friends I am enjoying my college life
538,Sri Indu Institute of Engineering & Technology - [SIIET],Campus Life:The facilities in our college is average but there is access of reading books journals etc Infrastructure of class is average no sports or extracurricular activities there is no social groups no clubs or student portals so there is no impact on student life
539,Rajalakshmi Institute of Technology - [RIT],"Hostel facilities are not bad but for girls there is no hostel in the RIT instead they have accomodation in the RAJALAKSHMI HEALTH CITY ( medical College of Rajalakshmi groups). The meals provided there are good only vegetarian available, but students can order food at any time may be veg or non veg . The hostel is not that strict it little flexible. While paying the tution fees you have to pay the hostel fees and get the hostel renewal form which allows you to further stay in the hostel hostel fee is around 90000 now in the year 2024"
539,Rajalakshmi Institute of Technology - [RIT],"The hostel which is within the campus is good for the reasonable fees.But due to the excessive admission of students in the previous year,the hostel can't hold all those students. So they are preparing some new hostel for them.The mess food is completely veg and they provide only eggs. They provide snacks at 4 to 5 pm and also they provide tea on the exam times in late night."
539,Rajalakshmi Institute of Technology - [RIT],The hostel facility is highly affordable and there is an attached washroom in every single room and around 3 members will be put together in a room. There is a laundry facility and wifi facilities on every floor.
539,Rajalakshmi Institute of Technology - [RIT],"Hostel rooms are fine and the food is bad as usual. You gotta blend in if you wanna survive and it is better to get a rental rooms near Poonamalle, and cook your own food. There are a wide range of houses on rent, better get a room for yearly Lease and that's a best option, once you finish the course and leave, the lease amount received back will help you to pay the Educational loan you have availed to pay off the college fees. By the way, the hostel fee is somewhere around 60,000-75,000 annually."
539,Rajalakshmi Institute of Technology - [RIT],The fees for hostel was around 70000 place is somewhat good and food providing by them was really awful if you stay in PG'S the cost will be around 7000 per month but you can have some and freedom in outside because there will such kind of restrictions and rules for out staying students.
540,Rajasthan Institute of Engineering and Technology - [RIET],"My hotel has big room around 15 by 15 feets and I stay single seater with double bed. Hostel has all the facilities including ac and colling ducts, prices vary accordingly. In my opinion it's so far the best hostel I have stayed in. I have given it a 8 star because sometimes there is water and food related issues."
540,Rajasthan Institute of Engineering and Technology - [RIET],No I haven't opted for hostel because I live with my family in the same city. The average rental is like 60000/- p. a. Both kind of rooms are available for students Suit rooms and normal rooms. Proper facilities are given to the hostlers.
540,Rajasthan Institute of Engineering and Technology - [RIET],The food provided in the mess is of good quality meeting every standard criteria required. I will rate the hostel 7 out of 10. It will be better if laundry facility will be provided within the campus. There is single seater as well as double seater sharing rooms too. Sports facility are much good.
540,Rajasthan Institute of Engineering and Technology - [RIET],"There are around 70% of boys and 30 % girls in college so mostly there are male are their, various college societies to participate in like drama, dance, art etc. Most kids belong to hindu religion in this college. The sexual orientation is good there is a friendly environment in here."
540,Rajasthan Institute of Engineering and Technology - [RIET],"RIET has a total of 20 buildings. The campus is totally covered with a high-speed Wi-Fi network. The campus has its own mall and hospital inside the campus. Here, you can join any sports that you want. All classrooms are fully AC and projector equipped. Hostel facilities are also good. The food quality is also good. You can take mess as well as food in the canteen."
541,Rajshree Institute of Management and Technology - [RIMT],The Hostel facility is good as per the hostel fee for a year is Rs 48000 which includes 4 time meal at specified time .you will have 24/7 wifi facility in hostel room as well as college campus with avg.speed like 300 k/s .the menu of the mess is created by student Registration Process is done in registrar office GYM facility is also available . Rented room or PG and outsider hostel is also available at the distance of 2 km from college
541,Rajshree Institute of Management and Technology - [RIMT],Yes i opted for hostel. Hostel has max of about 50 students strength and have a very huge mess and hostel is for both boys and girls each of 50 strength separately. Rooms are double sharing in a room two students are allowed to stay and we have so many facilities in hostel as for. Warn water cold water 24×7 light and water and about food we have mess food quality is average they make food on the basis on menu that is maid by students and provide food 4 times in a day.
541,Rajshree Institute of Management and Technology - [RIMT],"Campus Life:They provide you a library with two floors in they provide lots of books related to your course (free for students and teachers) and different newspapers. There was good study atmosphere for students who want to study. They have good infrastructure like room, hall, faculty office, labs, hostel, canteen and different court for badminton, basketball, volleyball etc."
541,Rajshree Institute of Management and Technology - [RIMT],"Campus Life:There are many fests conducted on the college campus. Campus life is awesome in this college no type of ragging is there and nothing like that ragging is strictly prohibited in this college also rules and regulations are strictly followed by all. Also, seniors are not dominating nature they are helping nature to their juniors also if anyone attempts to do anything wrong so strict action will be taken by the management. Talking about the Library at the college so there are many books and journals according to your need except some otherwise library is also okay you can take books with your library card. There are several tournaments of sports and all in which you can take part to represent your college. Also, NCC and NSS are available here you can take part in that also"
541,Rajshree Institute of Management and Technology - [RIMT],Campus Life:The college annual day is quite enjoyable. It is easy to available books in the library and also has a lot of books there about all subjects.
542,SSM College of Engineering - [SSMCE],"Hostel Fees is less while compare to other colleges. Good food, good in neatness. Full secured. 24 hours monitor the students. Hostel warden also very good. Outside PG's also available. Bus facilities also available from PG's"
542,SSM College of Engineering - [SSMCE],"The hostel is the worst experience in the college. You have to share the room with 2 to 3 students. There are no basic facilities like clean drinking water, clean batheooms, 24*7 electricity. I suggest to opt for PG in the main city of srinagar. There you will find good environment both for study and recreational purposes."
542,SSM College of Engineering - [SSMCE],"Campus Life:the anual fee is 1lakhs. Most of the books are available in the library. Books are classified according to department and subject or placed. the college is equipped with special classrooms. sports are kabaddi, volleyball, cricket, and football. social groups are NCC, NSS"
542,SSM College of Engineering - [SSMCE],"Campus Life:Yearly they will conduct department fest and college annual festival. The Library is good, Lab is good. Have highly configured systems. In sports also they have food ball training. They are allowed to participate in State level competitions."
542,SSM College of Engineering - [SSMCE],"Campus Life:we have celebrated college day functions, Penta fest of five days celebration teachers day, Onam celebration, Freshers day, Culturals day and provide lunch for students. food-day and Sports day are also celebrated."
543,Sam College of Engineering and Technology - [SAMCET],"No. I didn't go for the hostel as my friends used to have a rented flat. So we live together. The college hostel, girls hostel and pg all were affordable around the area. I can give you the rough expanse of 10,000/ month."
543,Sam College of Engineering and Technology - [SAMCET],"No, Haven't opted for Hostel, but the rooms are decent and the average rent with mess is around a 50 thousand per year, if you are a local and you are supposed to have your meals in the College (as I am), the cost of breakfast in the mess is 30rs which includes unlimited of what ever that's made that day with tea/coffee, and the cost of lunch in the mess is 40rs (except for Saturdays as we do get a big icecream in Saturday). Everything in the mess is unlimited except for the Saturdaya icecram."
543,Sam College of Engineering and Technology - [SAMCET],My hostel name is Vishvas Boys Hostel MP Nagar Bhopal. It is good for staying but not good for mess food. My hostel fee is 4000 per month its provided bed table chair almirah and in one room 2 or 3 student stay. Hostel is very clean but mess food is not s
543,Sam College of Engineering and Technology - [SAMCET],"Campus Life:The college infrastructure is very average, to be honest. It's a small campus, and the classrooms are very small The computer labs are a shambles, but it doesn't matter much when you carry your own laptop. My college faculty is a blend of exceptional and average professors. Some are highly knowledgeable ."
543,Sam College of Engineering and Technology - [SAMCET],"Campus Life:The campus life of college is excellent when students enter the campus feels like a home and the social life of every student is tremendous, the section of the club side is great and the structure of the college is awesome."
544,Sanghvi Institute of Management and Science - [SIMS],"The hostel was privately booked. Food, environment, and mates were good. The cost-to-facility ratio was good. We have to submit 1 monthly deposit at that time but later after a few years for the new joinee the deposit was raised to 2-3 monthly deposit. The rented room locality was good."
544,Sanghvi Institute of Management and Science - [SIMS],"Campus Life:SIMS is famous for its sprawling and lush-green environment. The basketball court, library and wide green lawns are worth to die for. The laboratories are huge and one can easily perform the experiments with ease. The classrooms are well-equipped with supreme quality of benches and blackboards. Over and all, it's pretty good."
544,Sanghvi Institute of Management and Science - [SIMS],Campus Life:The infrastructure of our college is also good. The labs are well maintained and the Wi-Fi is available for every student. Libraries have ample number of books for our course. Every facility from sports to medical is available in the college. Canteen food is hygienic but the mess food is not good.
544,Sanghvi Institute of Management and Science - [SIMS],in this college there is no hostel and PG facility all student they lived in own rooms they provided only transportation facility not any other like canteen or more if wants to take break fast or more you need to go outside and take food.
544,Sanghvi Institute of Management and Science - [SIMS],"No However,near by they are available in plenty. higher education is an expensive affair, especially if you want to send your child to a foreign university. Other than the tuition fees, you will also need to factor in the cost of living. These can vary from country to country and city to city as well. It is important that you factor in both heads of expenses while chalking out your budget"
545,Sarvajanik College of Engineering and Technology - [SCET],Hostel facility is very good . hostel with fully security and WiFi in the entire hostel. Also 3 badroom in one room 10 room in each floor. 7 floor in hostel .meal is very good. Registration process is within acpc rank. Hostel cost is less than pg and rated room.
545,Sarvajanik College of Engineering and Technology - [SCET],No my college was in my home town that's why I didn't applyed for hostel butnow ther built a new hostel near by campus it's only on 500 m distance and it's looking good from outside as i seen that. it's with wi fi
545,Sarvajanik College of Engineering and Technology - [SCET],"No i am not residing in hostel. Hostel rooms are quite good and clean.they are on sharing, 3 people in a room. No there is nothing like PGs. I don't know about rent of the hostel.Food is also average. Not so bad not so good type of food."
545,Sarvajanik College of Engineering and Technology - [SCET],Hostel is not very good in infrastructure because its 20 year old and food quality is average but rent of hostel is very low like 3000 per month including food.
545,Sarvajanik College of Engineering and Technology - [SCET],There is one hostel for SCET students but it is so Massey and dirty and it is also having mess and it is having surprisingly good food. PG's are there in near proximity of college campus. Rantel varied from 2000 to 10000 per person as per locality. It is three months rent. In closest proximity the rant is more 7000 to 10000 per room. It is having one of the best canteen in Surat.
546,Seacom Engineering College,"yes, sharing rooms enough room included in fee structure with mess facility sharing is available in 2 students in a room. with wardrobe for each students. separate bed available for each student. cleaning is good."
546,Seacom Engineering College,"No,but we have hostel faculty for both boys and girls we have two hostel at our college campus and one hostel outside our colkege,some of my friends stays at our hostel,hostel is neat clean well maintained,there are 24×7security service,and24×7water supply"
546,Seacom Engineering College,Hostel has a good condition.there are two boys hostel and 2 ladies hostel.hostel is good for all type of students and fees structure is cheaply low than other days so overall hostel is best for girls and boys
546,Seacom Engineering College,Hostel facilty is very good foods are healthy the hostel is in the college campous they give 4 times food in 2days of the week they served us chicken they did not give rich food they always took care all of the students and hear minutely all problems minu
546,Seacom Engineering College,Here is hostel facilities are good in every room for two studends rooms are cleaned by housekeeping everyday hostel is neat and clean ness food is also so good there are 40 seats in B.Sc Nautical science.
547,Seth Jai Parkash Mukand Lal Institute of Engineering and Technology - [JMIT],No data found
548,Shah and Anchor Kutchhi Engineering College - [SAKEC],Our college doesn't have any hostel. I stay in a private hostel a bit far from the college.i live in a room with 4 people and I pay 15k per month .There is a good canteen with cheap and healthy food .
548,Shah and Anchor Kutchhi Engineering College - [SAKEC],The food was really good but in sakp and sakec the hostels facility is not available but you can get room for rent near college in govandi their is room which is avalaible for rent govandi to college is about 1km.
548,Shah and Anchor Kutchhi Engineering College - [SAKEC],Theres no hostel facilities given by the college they are preparing to make some hopefully it will be nice canteen food is good but canteen interior is worst preferably 3 stars of 5.
548,Shah and Anchor Kutchhi Engineering College - [SAKEC],Campus Life:The college was good with its infrastructure and campus from inside and was also had very good security. The library was a great point of learning and had awesome labs for pratical knowledge. But the area outside was a bit awkward as there were always siren ringing out due to a government hospital and also got a bit affected due to the slums near it. There is a sports activitiy every year in winters after the semesters. We also have our college fest which is in the month of march. As there are a lot of gujrati and kuttchi students in the academy so it's jalosh in navratri for 9 days.
548,Shah and Anchor Kutchhi Engineering College - [SAKEC],"Campus Life:Annual festical named pratishtha is conducted around septembur or october and some other fests in early months of year. Library infrastructure is good with seating and ac availibility and huge number of books for students. Projectors are available is every classrooms . crickets,football,kabaddi etc sports are conducted every year. Their are many clubs centered like csi sakec for computers , cognisence for data science students"
549,Sri Indu College of Engineering and Technology - [SICET] Ibrahimpatnam,Hostel food is not as good as we expected twice a week non veg 80000 for hostel rent and food quality is bad but seeking permission is needed to go out of hostel rented hostels outside PGs also not good based on food
549,Sri Indu College of Engineering and Technology - [SICET] Ibrahimpatnam,"As we are of private hostel we have hot water,wifi,food we can rate 4/5 no process we have to search nearby hostels like in mangalpalle,seriguda,etc I have joined in nearby hostel in managalpalle it is a good one name Sri Sai bhavani."
549,Sri Indu College of Engineering and Technology - [SICET] Ibrahimpatnam,Separate hostel facilities are provided for Boys and Girls on the college campus. In the morning hot water and cool water meals are very good No registration for a hostel it will take in offline mode. Hostel fee 50k per annum. If needed we can take rooms outside campus available.
549,Sri Indu College of Engineering and Technology - [SICET] Ibrahimpatnam,I opted hostel for only 1 month near mangalpally .the hostels are very bad Especially in facilities aspect regarding washroom & food .comes to food they will serve poor quality rice & curries are also not so good .
550,Sri Krishna Institute of Technology - [SKIT],"We are provided with cleaned rooms, we have 2 shared in each room we have hot water facilities,free wifi,good food and all. daily they will clean rooms and our cloths washing system is good we are provided with medical facilities frequently"
550,Sri Krishna Institute of Technology - [SKIT],"Yes, I stay in hostel, the facility is pretty good, the amount is 50000 INR which includes accommodation, food three times a day and evening snack with coffee and tea, free wifi and washing machine facilities and we are treated well by the hostel wardens."
550,Sri Krishna Institute of Technology - [SKIT],"No i dont stay in hostel,i dont know about hostel as my friends are residing in PG,PG are good and 5000 per month we have to pay,single rooms and sharing rooms are present in PG,food quality was good,no problem."
550,Sri Krishna Institute of Technology - [SKIT],about hostels i dont know more about it but our college has a girls hostel there is good management of of girls hostel and fees is about a 45k a year with food and accomodation has our college has the hostel within the campus the safety is more and particular cgeckouts are been done daily by the wardens
550,Sri Krishna Institute of Technology - [SKIT],"The hostel facility was good. The accommodation is safe and secure. We had a room for 2 each, we could study well.They also provide the chai, table, cot n also cupboard."
551,Sriram Engineering College - [SEC],We have separate hostel for gents and ladies. One room 3 members will be there. They will separate cart and shelf will be there. Room is ok. We have common bathroom and toilet. Every floor we have 20 toilets and bathroom. Food menu is ok. Weekly 2 times non veg. For hostel we can contact the warden and admin for admission. For hostel fees is 50000/year. Overall good hostel. I had good experience in my hostel
551,Sriram Engineering College - [SEC],room facility for good wind classroom good foods provider morning and afternoon and night health and very tasty veg and non-veg provider registration process is very simple PG BLOCK 50 to 100-meter distance
551,Sriram Engineering College - [SEC],Campus Life:Annual sports are conducted and also content sports day recently plan my college this month 25th is sports day arrangement. All of the local and foreign authors' books are available in my college library. extracurricular activities are very poor.
551,Sriram Engineering College - [SEC],"Campus Life:Yearly they will conduct a cultural also called College Fest. Also, they Conduct symposiums and invite other college students to participate. They have all the books regarding the stream available. Cricket, Kabadi, Football, Chess, and other games are conducted annually."
551,Sriram Engineering College - [SEC],"Campus Life:*Techfest is the annual science and technology festival of the institute, It also refers to the independent body of students who organize this event along with many other social initiatives and outreach programs around the year. Techfest is known for hosting a variety of events that include competitions, exhibitions, lectures as well as workshops. *The classrooms, lecturehalls and tutor rooms at Glocal are fully furnished with state-of-the-art technology to be at par with the standards set by the world’s best institutes.The Teaching-Learning pedagogy used in the classrooms is IT enabled and all classrooms are equipped with a standard array of presentation equipment *Classification or Library Classification is the process of arranging, grouping, coding, and organizing books and other library materials on shelves or entries of a catalog, bibliography, and index according to their subject in a systematic, logical, and helpful order by way of assigning them call numbers using in library"
552,St. Thomas College of Engineering and Technology- [STC],"i am not a resident of Kerala so i had to opt for a girls hostel.the fee was 51,000 INR .the food in the mess was good, bathroom, area,security ,cleanliness were all taken care of.additional to that the warden was very cooperative and understanding.there was medical facility too ,inside the campus."
552,St. Thomas College of Engineering and Technology- [STC],The hostel availability is in good condition. There are separate hostels for boys and girls with fees of almost 43200 INR per year. Food available is good and sharing room facility is present with almost 4-6 students in each room.
552,St. Thomas College of Engineering and Technology- [STC],"i was myself in hostel , and the security is the first priority of the college ,considering i was in girls hostel.the fees was decent like any other college, it was 51k same goes for boys too.the food in the mess was also pretty good."
552,St. Thomas College of Engineering and Technology- [STC],Campus Life:The collage provide me many development to improve my skills and they also provide me to get placed in a good company as well. They offered to to understand about real world problems. The faculties also encourage as to understand about the social aspects that faced in our contries
552,St. Thomas College of Engineering and Technology- [STC],"Campus Life:There are lots of Clubs present in college.Every Students have opportunities for participates in Clubs.Sports activities could be improved. Grounds were small ,but Facilities are very supportive in Sports and games."
553,Swami Vivekananda Institute of Science and Technology - [SVIST],"we have ac , led lights , fans in our room , and also we have smart board. we have great quality of food like egg rice , chicken rice , kachuri , chowmin etc as our faculty members are eat in canteen. you have to contact with office resistration room for resistration in hostel . your hostel fees will be between 4000 to 5000 per month. there are many mess , PG , girls hostels are available around the college. if you think that to stay in mess you have pay 1200 per month for room fees ."
553,Swami Vivekananda Institute of Science and Technology - [SVIST],"Our college did not have any hostel facility. Although, our away students had to stay nearby Paying Guest Rooms in which monthly charge was ?600 -?900 including meals ( Breakfast and dinner). And in one room of Paying Guest, 4 students stayed as sharing basis."
553,Swami Vivekananda Institute of Science and Technology - [SVIST],"My friend opted for college hostel which charges Rs. 1500 per month with a caution money pre deposited. The rooms are big alloting atleast 4 students. But I would suggest you to take a mess or pg near the college,but make sure you book yours during admission because afterwards you might noot get a good room or even vacancy."
553,Swami Vivekananda Institute of Science and Technology - [SVIST],Hostel fee very normal to the all students and i will give 5 star in the facility of food and providing good environment condition to the students. Finally i say it is good and flexible to the students.
553,Swami Vivekananda Institute of Science and Technology - [SVIST],As much I know rooms are twin share basis and foods are good as well as Rent takes 5k around including flooding and lodging. 3 times during college time and 4 times during weekends. But during semester break if you not willing to stay there though you have to pay the same amount.
554,Techno International New Town - [TINT],A separate hostel has been given to you by the college side in which the rent is 8000 rs per month including food Don't worry hostel are well. You will definitely enjoy it if you will join our colleges.
554,Techno International New Town - [TINT],"hostel is around 3km away from college, but location is good, bus stop is in 10 mins distance from hostel, fooding is not bad but it could get some improvement, heavy meals in the morning and at night and also tiffin in the evening is provided."
554,Techno International New Town - [TINT],"When you go for admission, talk to the admission management team. They always help you. In 3 or 4 hostel facilities there is no issue. Meet quality is fine. Chicken, egg, fish, veg, nonveg everything is available there."
554,Techno International New Town - [TINT],The hostel is not inside the college campus it will be provided outside the campus. I am recently staying at a hostel only. Food is quite good rather than in other hostels. There is the main point is money. Staying at the hostel and food charges is approx 7000 maximum which is good for me. The locality of the hostel is very developed also.
554,Techno International New Town - [TINT],"I can't say much about the hostel much but it doesn't have a campus hostel and the place it is situated is not great as you think. It's about 3km or more from college. It food is good as I have heard, the most common one is chicken chili and fried rice. But to be honest, Pgs are better because the off-campus Pg college has nothing to do with it. You have so many restrictions for nothing. If you ask me I will say Pg is better."
555,Theem College of Engineering - [TCOE],"Hostel facility is not available on the college campus However u can rent a flat in nearby locality that would be cheap around 5k per month and u can share that flat with some more students mess food well it is good and bad at the same time , no money is served so little disappointment for people who love nonveg."
555,Theem College of Engineering - [TCOE],"Hostel facility is not there. But you can stay in PG( paying guest) anywhere in Boisar town. PG has a rental of approx 5k in 1 BHK flats at Boisar. If there are 3 to 4 sharers this would approx make it to 1k per month. The food you eat is based on what you eat. Boisar is quite cheap as compared to Mumbai city, but is costlier than any town nearby."
555,Theem College of Engineering - [TCOE],"Hostel facility is not available in the college campus However u can rent a flat in nearby locality that would be cheap around 5k per month and u can share that flat with some more students mess food well it is good and bad at the same time , no money is served so little disappointment for people who love nonveg."
555,Theem College of Engineering - [TCOE],"There no any hostel for students. Pg rent is about 6k per 2 bhk. But The canteen is quite spacious but, the less said about the food, the better. Non-vegetarians get lucky only on Wednesday and Friday. Chinese food parlour outside the college where most of the students spent their lives. Chinchi & Kelve beach are the scenic ones accompanied with Mamacha Gaav and Surya Dam. KT theatre and Gold are for the movie buffs."
555,Theem College of Engineering - [TCOE],"Campus Life:There are many events held on per year of our college In our college various activities are run by the students of our college, for example 1.Technical event 2.competiting programming 3.blind coding 4.bollywood day In our college have one most beautiful annual function, which is known as jas-ne-theem It is conducted by after odd semester per year.."
556,Xavier Institute of Engineering - [XIE],"Campus Life:In XIE during the month of December, we Celebrate the spandan fest where inter-college come and take participate in competitions. And we sport event Sparx where many games we play. Our college library is large and can easily accommodate 150 people at a time."
556,Xavier Institute of Engineering - [XIE],"Campus Life:The Annual fest - SPANDAN and the Technical Fest - TRANSMISSION are conducted every year. There are various committees that can be joined as per the student's interest. The fest is also an opportunity to showcase your own talents and participate in extracurricular activities. The library at XIE has access to all the books that are related to the Engineering curriculum as well as the books that are needed for Masters and magazines. The Library timings are extended until 7 pm so that students can study or use the library facilities after college as well. The classrooms are equipped with a projector, whiteboard, and blackboard facilities. The students are encouraged for their participation in extracurricular activities, they also have opportunities to participate in Inter-college competitions. There are various sports events for girls and boys as well as mixed events. The sports fest SPARX consists of Indoor and Outdoor game events and Athletics and Team Events."
556,Xavier Institute of Engineering - [XIE],"Campus Life:Spandan is the Cultural fest & Transmission is the Tech Fest. They are held in Jan,Feb. The library is loaded with good books, reference books & novels. The campus has 3 big playgrounds - One with grass, the other with cement & the 3rd with mud. So big that marriages are held here. There is IEEE, CSI,Dance clubs,Robotics club & indoor games like TT,Carrom as well."
556,Xavier Institute of Engineering - [XIE],"No, i live in my home, i don't required for any hostel my college is near to my home. so i avoid for hostel.Around 45 minutes it takes to come in the college.so at 7:30am i leave from home and around 8:30 i reached."
556,Xavier Institute of Engineering - [XIE],"There isnt any hostel facility in our colg. howvever being a jesuit group our colg has some residency in andheri somewhere for accomodation. but it isnt like hostel. We have canteen, and its really hygienic and clean also it is really good in vareity of food available. veg as well as nonveg."
557,Velammal Institute of Technology - [VI-Tech],"Hostel rooms have 4 tables,chair,cot,fan and cupboard for everyone.They provide common Television on each floor in hostel. Food is extremely good and they conduct menu meeting on every month.They provide different menu on every day. Hostel fees pay once in a year"
557,Velammal Institute of Technology - [VI-Tech],4 students in one room are arranged The hostel quality is average for students The cleanliness is good The meal quality is average Menu are average Hostel fees are around 1lakh including food Students will take rented rooms around the college
557,Velammal Institute of Technology - [VI-Tech],"I'm a days scholar so I dont know detail about hostel, fees and their infrastructure meanwhile I didn't visit hostel but some of my friends are staying hostel. they told that the rooms are good and fit for 4 students and have attached bathroom"
557,Velammal Institute of Technology - [VI-Tech],"No, I haven't been in a thought of hostels. In case of hostels, our institution's hostel rooms are 500sq. ft approx. One room is shared by 4 members. In our college there is no PGs. Therefore I can't comment on their hostel rents. A room is for 4 members with 4 fans, 4 beds, 4 personal lockers. we have 2 hostels~boys hostel and girls hostel. There is only one TV room in each of the hostels. The facilities to improve is to upgrade our room standards. All other things are appreciable."
557,Velammal Institute of Technology - [VI-Tech],"No I have not opted hostel. Since I stay near by I take bus transportation provide d by college. But I know about hostel, it's a good place. Quality can be rated as 70% it's a average hostel. Food is not that bad but still hostel mates complain about the quality of food."
558,Vignan's Institute of Information Technology - [VIIT],The rent for hostal student is 90000per year. The faculties are presented in hostal and meal quality and menu is good. Registration Process for Hostel & Affordability is good. The hostal is located near the college
558,Vignan's Institute of Information Technology - [VIIT],I will spend one year in college hostel and honestly saying college hostel is not much good. Hostel fee is very high. For that amount fees the hostel is not suitable. Food is good for breakfast and lunch. Hostel fee first you may 50k in first sem remaining in next sem.
558,Vignan's Institute of Information Technology - [VIIT],"I'm not a hostel student but the reviws my friends gave is that the food there is ok and the rooms are also ok and the wifi there will not work properly. I don't know about the registration process. The fees is 90,000."
558,Vignan's Institute of Information Technology - [VIIT],in the vignan college has boys hostel and girls hostel also actually the boys hostel is good but the fees is 90000 per year food also good for students the hostel is ok for who are living in hostel and fees also ok for who are living in hostel
558,Vignan's Institute of Information Technology - [VIIT],Group of three to four members get a room with two separate bathrooms and each one will get a individual bed The meals are good and sometimes it needs to be improved Hostel registration is happened within college If rented a room in locality it costs around 6000 rupees
