Serial No.,College Name,Company,Package,Job Roles,Headings
969,Sanskar Educational Group - [SEG],Panoviz Business Technology Pvt. Ltd.,INR 4.2 LPA,"MBA,B.TECH(All Branch)","Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],Persol Kelly Pvt. Ltd.,INR 3.6 LPA,"BCA,BBA,MBA","Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],Progressive Infotech,INR 3.5 LPA,B.TECH(CSE),"Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],Rajsan Technologies Pvt. Ltd.,INR 4 LPA,B.TECH (CSE) & BCA,"Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],Shyam Spectra Pvt. Ltd.,INR 4.2 LPA,"B.TECH(All branch),BBA,MBA","Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],SkyTrust IT solution,INR 5.5 LPA,B.TECH(CSE),"Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],Systaldyn,INR 3.6 LPA,B.TECH(CSE),"Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],Taskus India Pvt. Ltd.,INR 5.5 LPA,"MBA,B.TECH(All Branch)","Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],uCertify,INR 4.2 LPA,B.TECH (All Branches),"Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],Vansh Constructions,INR 2.2 LPA,"B.TECH, Polytechnic (CE)","Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],Womeki Investors Clud Pvt. Ltd,INR 5.5 LPA,"B.TECH(All Branch),MBA(All Branch)","Company Name, Package Offered, Branches Eligible"
970,Usha Rama College of Engineering and Technology - [URCE],No data found,No data found,No data found,No data found
971,Vidya Vikas Institute of Engineering and Technology - [VVIET],No data found,No data found,No data found,No data found
972,Indus International University - [IIU],No data found,No data found,No data found,No data found
973,Yamuna Group Of Institutions - [YGI],No data found,No data found,No data found,No data found
974,Amiraj College of Engineering and Technology- [ACET],No data found,No data found,No data found,No data found
975,Annamacharya Institute of Technology and Sciences - [AITS],No data found,No data found,No data found,No data found
976,Jai Narain College of Technology & Science - [JNCTS],No data found,No data found,No data found,No data found
977,BVRIT Hyderabad College of Engineering for Women - [BVRITH],No data found,No data found,No data found,No data found
978,Jhulelal Institute of Technology - [JIT],No data found,No data found,No data found,No data found
979,MIC College of Technology,No data found,No data found,No data found,No data found
980,Guru Nanak Institute of Technology - [GNIT],Average Package,INR 4.80 LPA,No data found,"Highest Package, INR 26.50 LPA"
981,KJ Institute of Engineering and Technology - [KJIT],No data found,No data found,No data found,No data found
982,"Solamalai College of Engineering, Veerapanjan",No data found,No data found,No data found,No data found
983,V V College of Engineering,No data found,No data found,No data found,No data found
984,SRM University Vadapalani Campus,No data found,No data found,No data found,No data found
985,CMR Group of Institutions,No data found,No data found,No data found,No data found
986,Aryans Group of Colleges,No data found,No data found,No data found,No data found
987,Graphic Era Hill University Bhimtal Campus - [GEHU],No data found,No data found,No data found,No data found
988,Phonics Group of Institutions - [PGI],No data found,No data found,No data found,No data found
989,Vindhya Institute of Technology and Science - [VITS],No data found,No data found,No data found,No data found
990,K.K. Wagh Institute of Engineering Education & Research - [KKWIEER],No data found,No data found,No data found,No data found
991,Supreme Knowledge Foundation Group of Institutions - [SKFGI],No data found,No data found,No data found,No data found
992,Elitte College of Engineering - [ECE],No data found,No data found,No data found,No data found
993,Siddhartha Institute of Technology and Sciences - [SITS],No data found,No data found,No data found,No data found
994,Institute of Technology & Management - [ITM],No data found,No data found,No data found,No data found
995,Mahendra Institute of Technology - [MIT],No data found,No data found,No data found,No data found
996,Shri Rawatpura Sarkar University - [SRU],No data found,No data found,No data found,No data found
997,Jorhat Institute of Science and Technology - [JIST],No data found,No data found,No data found,No data found
998,Sri Shanmugha College of Engineering and Technology - [SSCET],No data found,No data found,No data found,No data found
999,KIIT College of Engineering,No data found,No data found,No data found,No data found
1000,Pune Vidyarthi Griha's College of Engineering & S.S. Dhamankar Institute of Management,No data found,No data found,No data found,No data found
