Serial No.,College Name,Ranking Agency,Year,Rank
925,Guru Nanak Dev Engineering College - [GNDEC ],Computer Applications,2024 Ranking,#158|  out of 167 in  |India 2024|#23rd in Karnataka
925,Guru Nanak Dev Engineering College - [GNDEC ],Computer Applications,2023 Ranking,-
925,Guru Nanak Dev Engineering College - [GNDEC ],B.Tech,2024 Ranking,#254|  out of 284 in  |India 2024|#26th in Karnataka
925,Guru Nanak Dev Engineering College - [GNDEC ],B.Tech,2023 Ranking,#227|  out of 246 in  |India 2023
925,Guru Nanak Dev Engineering College - [GNDEC ],Science,2024 Ranking,#196|  out of 211 in  |India 2024|#20th in Karnataka
925,Guru Nanak Dev Engineering College - [GNDEC ],Science,2023 Ranking,-
925,Guru Nanak Dev Engineering College - [GNDEC ],BBA/BMS,2024 Ranking,#208|  out of 211 in  |India 2024|#28th in Karnataka
925,Guru Nanak Dev Engineering College - [GNDEC ],BBA/BMS,2023 Ranking,-
926,Haryana Engineering College - [HEC],No data found,No data found,No data found
927,Holy Mary Institute of Technology and Science -[HITS],Overall,2024 Ranking,-
927,Holy Mary Institute of Technology and Science -[HITS],Overall,2023 Ranking,#242|  out of 281 in  |India 2023|#28th in Hyderabad
927,Holy Mary Institute of Technology and Science -[HITS],Overall,2022 Ranking,-
927,Holy Mary Institute of Technology and Science -[HITS],B.Tech,2024 Ranking,#236|  out of 284 in  |India 2024|#26th in Hyderabad
927,Holy Mary Institute of Technology and Science -[HITS],B.Tech,2023 Ranking,#209|  out of 246 in  |India 2023
927,Holy Mary Institute of Technology and Science -[HITS],B.Tech,2022 Ranking,#187|  out of 238 in  |India 2022
928,ITS Engineering College,Overall,2024 Ranking,-
928,ITS Engineering College,Overall,2023 Ranking,#252|  out of 281 in  |India 2023|#22nd in Uttar Pradesh
928,ITS Engineering College,Overall,2022 Ranking,-
928,ITS Engineering College,B.Tech,2024 Ranking,#246|  out of 284 in  |India 2024|#22nd in Uttar Pradesh
928,ITS Engineering College,B.Tech,2023 Ranking,#218|  out of 246 in  |India 2023
928,ITS Engineering College,B.Tech,2022 Ranking,#202|  out of 238 in  |India 2022
929,ILM College of Engineering and Technology - [ILMCET],No data found,No data found,No data found
930,Indira College of Engineering & Management - [ICEM],MBA,2019 Ranking,#262|  out of 284 in  |India 2019|#26th in Pune
931,Indra Ganesan College of Engineering - [IGCENG],B.Tech,2024 Ranking,#249|  out of 355 in  |Tamil Nadu 2024
932,K Ramakrishnan College of Technology - [KRCT],Overall,2024 Ranking,-
932,K Ramakrishnan College of Technology - [KRCT],Overall,2023 Ranking,#247|  out of 281 in  |India 2023|#36th in Tamil Nadu
932,K Ramakrishnan College of Technology - [KRCT],Overall,2022 Ranking,-
932,K Ramakrishnan College of Technology - [KRCT],B.Tech,2024 Ranking,#231|  out of 284 in  |India 2024|#34th in Tamil Nadu
932,K Ramakrishnan College of Technology - [KRCT],B.Tech,2023 Ranking,#213|  out of 246 in  |India 2023
932,K Ramakrishnan College of Technology - [KRCT],B.Tech,2022 Ranking,#207|  out of 238 in  |India 2022
933,Kalam Institute of Technology - [KIT],No data found,No data found,No data found
934,Kandula Sreenivasa Reddy Memorial College of Engineering - [KSRMCE],B.Tech,2020 Ranking,#185|  out of 191 in  |India 2020|#20th in Andhra Pradesh
935,Karavali Institute of Technology - [KIT],No data found,No data found,No data found
936,L.B.S. College of Engineering - [LBSCEK],No data found,No data found,No data found
937,Latha Mathavan Engineering College - [LMEC],B.Tech,2024 Ranking,#339|  out of 355 in  |Tamil Nadu 2024
938,Manipur Institute of Technology - [MIT],No data found,No data found,No data found
939,Modern Institute of Technology and Research Centre -[MITRC],No data found,No data found,No data found
940,Mohandas College of Engineering and Technology - [MCET],No data found,No data found,No data found
941,Narayana Engineering College - [NEC],No data found,No data found,No data found
942,Netaji Subhash Engineering College - [NSEC],B.Tech,2020 Ranking,#220|  out of 254 in  |India 2020|#5th in Kolkata
943,R.M.K. College of Engineering and Technology - [RMKCET],B.Tech,2024 Ranking,#153|  out of 245 in  |India 2024|#32nd in Tamil Nadu
943,R.M.K. College of Engineering and Technology - [RMKCET],B.Tech,2022 Ranking,#183|  out of 216 in  |India 2022|#34th in Tamil Nadu
944,RITEE Group of Institutions,No data found,No data found,No data found
945,Rustamji Institute of Technology - [RJIT],No data found,No data found,No data found
946,SRK Institute of Technology,B.Tech,2024 Ranking,#159|  out of 175 in  |India 2024|#7th in Andhra Pradesh
946,SRK Institute of Technology,B.Tech,2023 Ranking,#143|  out of 170 in  |India 2023|#9th in Andhra Pradesh
947,SS College of Engineering,No data found,No data found,No data found
948,Shaheed Udham Singh Engineering College - [SUSEC],No data found,No data found,No data found
949,Santhiram Engineering College Nandyal - [SREC],No data found,No data found,No data found
950,Shambhunath Institute of Engineering and Technology - [SIET],Overall,2023 Ranking,-
950,Shambhunath Institute of Engineering and Technology - [SIET],Overall,2022 Ranking,-
950,Shambhunath Institute of Engineering and Technology - [SIET],Overall,2021 Ranking,#67|  out of 80 in  |India 2021
950,Shambhunath Institute of Engineering and Technology - [SIET],B.Tech,2023 Ranking,#160|  out of 170 in  |India 2023|#18th in Uttar Pradesh
950,Shambhunath Institute of Engineering and Technology - [SIET],B.Tech,2022 Ranking,#138|  out of 200 in  |India 2022|#12th in Uttar Pradesh
950,Shambhunath Institute of Engineering and Technology - [SIET],B.Tech,2021 Ranking,#161|  out of 196 in  |India 2021|#12th in Uttar Pradesh
950,Shambhunath Institute of Engineering and Technology - [SIET],MBA,2023 Ranking,-
950,Shambhunath Institute of Engineering and Technology - [SIET],MBA,2022 Ranking,#60|  out of 150 in  |India 2022|#11th in Uttar Pradesh
950,Shambhunath Institute of Engineering and Technology - [SIET],MBA,2021 Ranking,#86|  out of 100 in  |India 2021|#12th in Uttar Pradesh
951,Shri Shankaracharya Institute of Professional Management and Technology - [SSIPMT],Overall,2023 Ranking,#151|  out of 312 in  |India 2023|#2nd in Chhattisgarh
951,Shri Shankaracharya Institute of Professional Management and Technology - [SSIPMT],Overall,2020 Ranking,#26-50|  out of 50 in  |India 2020
952,Siddhant College of Engineering - [SCOE] Sudumbare,No data found,No data found,No data found
953,Sipna's College of Engineering and Technology,No data found,No data found,No data found
954,Skyline Institute of Engineering and Technology - [SIET],No data found,No data found,No data found
955,Smt Kashibai Navale College of Engineering - [SKNCOE] Vadgaon,B.Tech,2024 Ranking,#119|  out of 175 in  |India 2024|#14th in Pune
955,Smt Kashibai Navale College of Engineering - [SKNCOE] Vadgaon,B.Tech,2023 Ranking,#119|  out of 170 in  |India 2023|#15th in Pune
956,Smt. Indira Gandhi College of Engineering - [SIGCE],No data found,No data found,No data found
957,SR University - [SRU],Overall,2024 Ranking,#151-200|  out of 200 in  |India 2024|#6th in Telangana
957,SR University - [SRU],Overall,2023 Ranking,#151|  out of 200 in  |India 2023|#6th in Telangana
957,SR University - [SRU],Overall,2022 Ranking,#151-200|  out of 200 in  |India 2022|#5th in Telangana
957,SR University - [SRU],B.Tech,2024 Ranking,#98|  out of 300 in  |India 2024|#6th in Telangana
957,SR University - [SRU],B.Tech,2023 Ranking,#98|  out of 200 in  |India 2023|#6th in Telangana
957,SR University - [SRU],B.Tech,2022 Ranking,#91|  out of 300 in  |India 2022|#5th in Telangana
958,Sree Chaitanya College of Engineering - [SCCE],No data found,No data found,No data found
959,Sri Jagadguru Chandrashekaranatha Swamiji Institute of Technology - [SJCIT],MBA,2020 Ranking,#288|  out of 292 in  |India 2020|#36th in Karnataka
960,Sri Muthukumaran Institute of Technology - [SMIT],B.Tech,2024 Ranking,#69|  out of 173 in  |India 2024
960,Sri Muthukumaran Institute of Technology - [SMIT],B.Tech,2023 Ranking,#39|  out of 166 in  |India 2023
960,Sri Muthukumaran Institute of Technology - [SMIT],B.Tech,2022 Ranking,#20|  out of 173 in  |India 2022
961,Srinivasa Ramanujan Institute of Technology - [SRIT],Overall,2024 Ranking,-
961,Srinivasa Ramanujan Institute of Technology - [SRIT],Overall,2023 Ranking,#223|  out of 281 in  |India 2023|#15th in Andhra Pradesh
961,Srinivasa Ramanujan Institute of Technology - [SRIT],Overall,2022 Ranking,-
961,Srinivasa Ramanujan Institute of Technology - [SRIT],B.Tech,2024 Ranking,#215|  out of 284 in  |India 2024|#15th in Andhra Pradesh
961,Srinivasa Ramanujan Institute of Technology - [SRIT],B.Tech,2023 Ranking,#190|  out of 246 in  |India 2023
961,Srinivasa Ramanujan Institute of Technology - [SRIT],B.Tech,2022 Ranking,#175|  out of 238 in  |India 2022
962,St. Joseph's College of Engineering and Technology - [SJCET] Palai,No data found,No data found,No data found
963,T.J.S. Engineering College,B.Tech,2024 Ranking,#220|  out of 355 in  |Tamil Nadu 2024
964,SRM TRP Engineering College,B.Tech,2024 Ranking,#91|  out of 355 in  |Tamil Nadu 2024
965,Global Institute of Technology and Management - [GITM],B.Tech,2024 Ranking,#244|  out of 284 in  |India 2024|#6th in Haryana
965,Global Institute of Technology and Management - [GITM],BBA/BMS,2024 Ranking,#146|  out of 211 in  |India 2024|#6th in Haryana
966,United Institute of Technology - [UIT],No data found,No data found,No data found
967,Chhatrapati Shivaji Institute of Technology - [CSIT],B.Tech,2024 Ranking,#230|  out of 245 in  |India 2024|#2nd in Chhattisgarh
968,Panipat Institute of Engineering & Technology - [PIET],B.Tech,2022 Ranking,#130|  out of 200 in  |India 2022|#6th in Haryana
969,Sanskar Educational Group - [SEG],No data found,No data found,No data found
970,Usha Rama College of Engineering and Technology - [URCE],No data found,No data found,No data found
971,Vidya Vikas Institute of Engineering and Technology - [VVIET],No data found,No data found,No data found
972,Indus International University - [IIU],Overall,2024 Ranking,#110|  out of 160 in  |India 2024
972,Indus International University - [IIU],Overall,2023 Ranking,#109|  out of 171 in  |India 2023
972,Indus International University - [IIU],Overall,2022 Ranking,#83|  out of 161 in  |India 2022
973,Yamuna Group Of Institutions - [YGI],No data found,No data found,No data found
974,Amiraj College of Engineering and Technology- [ACET],No data found,No data found,No data found
975,Annamacharya Institute of Technology and Sciences - [AITS],Overall,2024 Ranking,-
975,Annamacharya Institute of Technology and Sciences - [AITS],Overall,2023 Ranking,#233|  out of 281 in  |India 2023|#16th in Andhra Pradesh
975,Annamacharya Institute of Technology and Sciences - [AITS],Overall,2022 Ranking,-
975,Annamacharya Institute of Technology and Sciences - [AITS],B.Tech,2024 Ranking,#230|  out of 284 in  |India 2024|#17th in Andhra Pradesh
975,Annamacharya Institute of Technology and Sciences - [AITS],B.Tech,2023 Ranking,#200|  out of 246 in  |India 2023
975,Annamacharya Institute of Technology and Sciences - [AITS],B.Tech,2022 Ranking,#194|  out of 238 in  |India 2022
976,Jai Narain College of Technology & Science - [JNCTS],No data found,No data found,No data found
977,BVRIT Hyderabad College of Engineering for Women - [BVRITH],Overall,2024 Ranking,-
977,BVRIT Hyderabad College of Engineering for Women - [BVRITH],Overall,2023 Ranking,#164|  out of 281 in  |India 2023|#16th in Hyderabad
977,BVRIT Hyderabad College of Engineering for Women - [BVRITH],Overall,2022 Ranking,-
977,BVRIT Hyderabad College of Engineering for Women - [BVRITH],B.Tech,2024 Ranking,#169|  out of 284 in  |India 2024|#19th in Hyderabad
977,BVRIT Hyderabad College of Engineering for Women - [BVRITH],B.Tech,2023 Ranking,#132|  out of 246 in  |India 2023
977,BVRIT Hyderabad College of Engineering for Women - [BVRITH],B.Tech,2022 Ranking,#129|  out of 238 in  |India 2022
978,Jhulelal Institute of Technology - [JIT],No data found,No data found,No data found
979,MIC College of Technology,No data found,No data found,No data found
980,Guru Nanak Institute of Technology - [GNIT],Overall,2024 Ranking,-
980,Guru Nanak Institute of Technology - [GNIT],Overall,2023 Ranking,#246|  out of 281 in  |India 2023|#6th in Kolkata
980,Guru Nanak Institute of Technology - [GNIT],Overall,2022 Ranking,-
980,Guru Nanak Institute of Technology - [GNIT],Computer Applications,2024 Ranking,-
980,Guru Nanak Institute of Technology - [GNIT],Computer Applications,2023 Ranking,-
980,Guru Nanak Institute of Technology - [GNIT],Computer Applications,2022 Ranking,#95|  out of 149 in  |India 2022|#2nd in Kolkata
980,Guru Nanak Institute of Technology - [GNIT],B.Tech,2024 Ranking,#250|  out of 284 in  |India 2024|#6th in Kolkata
980,Guru Nanak Institute of Technology - [GNIT],B.Tech,2023 Ranking,#212|  out of 246 in  |India 2023
980,Guru Nanak Institute of Technology - [GNIT],B.Tech,2022 Ranking,#209|  out of 238 in  |India 2022
980,Guru Nanak Institute of Technology - [GNIT],BBA/BMS,2024 Ranking,-
980,Guru Nanak Institute of Technology - [GNIT],BBA/BMS,2023 Ranking,-
980,Guru Nanak Institute of Technology - [GNIT],BBA/BMS,2022 Ranking,#157|  out of 182 in  |India 2022|#9th in Kolkata
981,KJ Institute of Engineering and Technology - [KJIT],No data found,No data found,No data found
982,"Solamalai College of Engineering, Veerapanjan",B.Tech,2024 Ranking,#260|  out of 355 in  |Tamil Nadu 2024
983,V V College of Engineering,B.Tech,2024 Ranking,#138|  out of 355 in  |Tamil Nadu 2024
984,SRM University Vadapalani Campus,B.Tech,2024 Ranking,#74|  out of 175 in  |India 2024|#10th in Chennai
985,CMR Group of Institutions,MBA,2020 Ranking,#211|  out of 292 in  |India 2020|#10th in Hyderabad
986,Aryans Group of Colleges,No data found,No data found,No data found
987,Graphic Era Hill University Bhimtal Campus - [GEHU],No data found,No data found,No data found
988,Phonics Group of Institutions - [PGI],No data found,No data found,No data found
989,Vindhya Institute of Technology and Science - [VITS],No data found,No data found,No data found
990,K.K. Wagh Institute of Engineering Education & Research - [KKWIEER],B.Tech,2024 Ranking,#172|  out of 284 in  |India 2024|#29th in Maharashtra
991,Supreme Knowledge Foundation Group of Institutions - [SKFGI],No data found,No data found,No data found
992,Elitte College of Engineering - [ECE],No data found,No data found,No data found
993,Siddhartha Institute of Technology and Sciences - [SITS],B.Tech,2022 Ranking,#251-300|  out of 300 in  |India 2022|#13th in Hyderabad
993,Siddhartha Institute of Technology and Sciences - [SITS],B.Tech,2021 Ranking,#201-250|  out of 300 in  |India 2021|#11th in Hyderabad
993,Siddhartha Institute of Technology and Sciences - [SITS],B.Tech,2020 Ranking,#251|  out of 300 in  |India 2020|#14th in Hyderabad
994,Institute of Technology & Management - [ITM],No data found,No data found,No data found
995,Mahendra Institute of Technology - [MIT],B.Tech,2024 Ranking,#252|  out of 355 in  |Tamil Nadu 2024
996,Shri Rawatpura Sarkar University - [SRU],B.Tech,2024 Ranking,#119|  out of 173 in  |India 2024
997,Jorhat Institute of Science and Technology - [JIST],No data found,No data found,No data found
998,Sri Shanmugha College of Engineering and Technology - [SSCET],B.Tech,2024 Ranking,#141|  out of 355 in  |Tamil Nadu 2024
999,KIIT College of Engineering,BBA/BMS,2024 Ranking,#45|  out of 70 in  |India 2024|#7th in Haryana
999,KIIT College of Engineering,BBA/BMS,2024 Ranking,#45|  out of 70 in  |India 2024|#7th in Haryana
1000,Pune Vidyarthi Griha's College of Engineering & S.S. Dhamankar Institute of Management,No data found,No data found,No data found
