Serial No.,College Name,Info
603,Global Institute of Technology - [GIT],"Global Institute of Technology (GIT) Jaipur is a private engineering college located at Jaipur, Rajasthan, India. The institute was established in the year 2002. It is affiliated to Rajasthan Technical University, Kota | 2.1 Eligibility & Selection Criteria"
604,Godavari Global University - [GGU],"Godavari Global University (GGU), Rajahmundry located in Rajahmundry, Andra Pradesh in the mini education hub of Chaitanya Knowledge City along with its sister institutes. Established in 1988 it is affiliated under Jawaharlal Nehru Technological University, Kakinada(JNTUK), and is recognized by the University Grants Commission. GGU, Rajahmundry offers B.tech in seven streams at UG level, at PG level it offers M.tech under 7 streams, MCA, MBA, MTM, and MAM. Further, it also offers a diploma in polytechnic under various specializations. | With an ""A"" grade from the National Assessment and Accreditation Council, GGU stands out as a provider of world-class education combined with its idyllic location with its sister institutes, it provides an environment that fosters high potential students and further nurtures them into successful individuals."
605,Guru Nanak Dev Engineering College - [GNDEC],"GNDEC is an engineering college located in Ludhiana, Punjab. Established in 1956, it is one of the oldest engineering colleges in northern India. The college offers UG, PG and Ph.D., courses in engineering as well as courses like MBA and MCA. All the engineering courses have been approved by All India Council for Technical Education (AICTE)."
606,IFET College of Engineering - [IFET],"IFET runs BE and B.Tech programs at the UG level and. ME and MBA at the PG level. Admissions for UG are merit based while PG admissions are entrance based. The minimum eligibility requirement for admission to BE or B.Tech course is candidates must have passed 10+2 from a recognized Board. On the other hand, applicants with a BE or B.Tech degree are eligible to apply for ME or for MBA with graduation in any stream. | IFET College of Engineering was founded in 1998 in Villupuram, Tamil Nadu. The college is affiliated to Anna University. It is NAAC and NBA accredited. The college is also approved by AICTE."
607,KMCT College of Engineering,KMCT College of Engineering was established in the year of 2001. It is Affiliated to the University of Calicut and A.P.J Abdul Kalam Technological University. Over a short span of nineteen years KMCT College of Engineering became one of the most preferred Engineering Colleges of Kerala.
608,KPR Institute of Engineering & Technology - [KPRIET],"KPR Institute of Engineering & Technology is one of the premier institutions in Coimbatore, Tamil Nadu. The institute was established in 2009 by KPR charities. The institute is affiliated to Anna University, Chennai. | KPR Institute offers BE, B.Tech. and M.E courses at UG and PG level. The institute also offers Ph.D. course in 6 specializations."
609,Kathir College of Engineering,Kathir College of Engineering came into existence in 2008. The college is 8 kms from Coimbatore Junction railway station. It is affiliated to Anna University and is accredited by NAAC.
610,Lakireddy Bali Reddy College of Engineering - [LBRCE],"Lakireddy Bali Reddy College of Engineering was established in the year 1998. It is affiliated to the Jawaharlal Nehru Technological University, Kakinada (JNTUK). The college offers degree courses of B.Tech at the undergraduate level and M.Tech, MCA and MBA at postgraduate level. The college has a total intake of 1104 students."
611,MEA Engineering College- [MEAEC],MEA Engineering College situated in the state of Kerala is the first NAAC accredited self-financing Engineering College in the Malappuram district. It offers a range of programmes including B.Tech and M.Tech courses and a Ph.D degree.
612,M. Kumarasamy College of Engineering - [MKCE],M. Kumarasamy College of Engineering is a private autonomous college affiliated to Anna University. It is AICTE and NBA accredited.
613,Mahaveer Institute of Science and Technology- [MIST],"Established in 2001, Mahaveer Institute of Science and Technology (MIST) is a technical institute located in Hyderabad, Andhra Pradesh. The college offers various UG and PG courses including B.Tech, M.Tech, MBA in multiple specializations. | Mahaveer Institute of Science and Technology is offered 4-year B.Tech course in multiple specializations such as ECE, EEE, CSE, IT, Mechanical, Civil and Aeronautical. The 2-year M.Tech course is offered in multiple disciplines such as DE&CS, PE&ES, VLSI, CSE, SE, AMS with an intake of 120 students."
614,Mailam Engineering College,"Mailam Engineering College is a self financing institution which was established in 1998 and is located in Mailam,Tamil Nadu. | The college is approved by AICTE, New Delhi and is affiliated to Anna University. Mailam Engineering College offers 6 Undergraduate courses and 6 Postgraduate courses"
615,Manakula Vinayagar Institute of Technology - [MVIT],"Manakula Vinayagar Institute of Technology (MVIT) is located in Puducherry which is accredited by NBA. It has been observed as best among the Top 3 Engineering Colleges affiliated to Pondicherry University. This institute produces University Gold medalists consistently in varied branches of Engineering. | Established in 2008 and popular for its B.Tech. and MBA courses, MVIT offers 9 courses in 2 different streams, i.e. Engineering and Management."
616,Marthandam College of Engineering and Technology - [MACET],"Marthandam College of Engineering and Technology is located in Kanyakumari in Tamil Nadu MACET was established in 2006. MACET is approved by AICTE and is affiliated to Anna University. | Marthandam College of Engineering and Technology provides B.E/B.Tech degree in six disciplines at undergraduate level, and ME degree in three specializations at PG level. The application forms for B.E/B.Tech and M.E. will be available offline."
617,PA College of Engineering - [PACE],"PA College of Engineering (PACE) is a private engineering college located in Mangalore, Karnataka. It was established in 1999 under the aegis of P.A. Educational Trust. It is affiliated with the Visvesvaraya Technological University (VTU). | The college offers Bachelors of Engineering degree program at undergraduate level and at postgraduate level M.Tech program and an MBA program. PA College of Engineering also offers Diploma courses in engineering and Research Program Ph.D. and M.Sc. (Eng.)"
618,Rajagiri School of Engineering & Technology - [RSET],"RSET Kochi offers B.Tech, M.Tech and Ph.D. in various specializations."
619,Sahrdaya College of Engineering - [SCE] Kodakara,"Sahrdaya College of Engineering and Technology is a private college affiliated with Calicut University that was established in 2002. Located in Thrissur, it is an ISO 9001:2015 certified college with a ‘B’ accreditation from NAAC and an ‘SIRO’ grading from DSIR. | SCET has a distinguished faculty. There are 80 faculty members; out of them, 42 have a PhD. The institute offers state-of-the-art infrastructure."
620,Sanjivani College of Engineering,"Sanjivani College of Engineering is located in Ahmednagar, Maharashtra. The college was established in the year 1983 and is affiliated to Savitribai Phule University. | The course offered in Sanjivani College of Engineering are B.Tech in 8 specializations at the UG level with 720 seats. At the PG level, the college offers M.Tech in 5 specializations with 54 seats and an MBA program with 60 seats. Additionally, the college also offers B.Tech Lateral Entry in 2 specializations."
621,Saroj Mohan Institute of Technology - [SMIT],"Saroj Mohan Institute of Technology offers Various Engineering, Management courses at the Undergraduate and postgraduate level. The courses offered at Undergraduate level are B.Tech, BCA, BBA, and BHM. At postgraduate level SMIT Hoogly offers an MBA program. | Saroj Mohan Institute of Technology (SMIT) Hoogly is a private engineering college in Hooghly. It was established in 2003 in a joint venture with Techno India Group. It is affiliated by Maulana Abul Kalam Azad University of Technology."
622,Seemanta Engineering College,"Seemanta Engineering College is one of the premier engineering institutes in the Northern part of state of Odisha. Seemanta Engineering College aims to provide higher education in the field of science and engineering approved by AICTE. Founded in 1997, College offers 11 courses across 2 different streams."
623,Sengunthar Engineering College,no data found
624,Shivani Engineering College - [SEC],"Shivani Engineering College offers to BE courses in 5 different branches including Computer Science, BioMedical, Mechanical, Electrical and Electronics, and Electronics and Communication. Admissions to the courses are based on Entrance Tests. All candidates can apply online for admissions with a valid score. | The college is located in Tiruchirapalli district of Tamil Nadu state in India. The college is a college under the Shivani group of institutions and was established in 2009. Shivani Engineering College has 70% engineering placements and 100% diploma placements commitment. The top hiring companies that visit the college are HP, HCL, Wipro, Reliance communication, MPhasis, Aspire Systems, Avasoft, Cognizant, etc."
625,Sri Venkateshwara College of Engineering - [SVCE],"Sri Venkateshwara College of Engineering, also known as SVCE, located in Bengaluru. It was established in 2001. It is approved by Govt. of Karnataka and affiliated with Visvesvaraya Technological University(VTU), Belgaum. | SVCE offers different courses in UG and PG category.  At UG level, the college offers BE in 9 specializations At PG level, the institute offers M. Tech. in 1 specializations and MBA in three specializations. It also has research program approved by VTU in 5 specializations."
626,Swami Vivekananda Institute of Technology - [SVIT],"Swami Vivekananda Institute of Technology, Secunderabad, established in 2004 is a private college, affiliated to Jawaharlal Nehru Technological University, Hyderabad. The institute is situated in Secunderabad. It offers UG and PG courses in various fields of engineering and management. | B.Tech. is offered under five specializations. The total intake for each program is 60 seats, except for B.Tech. in Mechanical Engineering (120 seats) and Electronics & Communication Engineering (90 seats)."
627,TKR College of Engineering and Technology - [TKRCET],"TKR College of Engineering and Technology (TKRCET) was established in the year 2002. The college offers B.Tech (900 seats), M.Tech (282 seats) and MBA (60 seats) programs in various specializations at UG and PG levels."
628,Trinity College of Engineering,"Trinity College of Engineering is a private self-financed engineering institution in Kerala. The campus offers UG courses in subjects like Mechanical Engineering, Electrical and Electronics Engineering, Electronics and Communication Engineering, and Civil Engineering. Candidates who have passed 10+2 with 50% marks in Physics, Chemistry, Mathematics are eligible for admission. Moreover, the institution renders lateral entry to the courses. | The aspirants must clear the KEAM examination. The marks obtained from KEAM will also check during the admission of the candidates."
629,APS College of Engineering - [APS],"APS College of Engineering (APSCE) is a private college that was established in 1997 and is approved by AICTE. It is affiliated to Visvesvaraya Technological University, Belgaum (VTU), and is located in Bangalore. More than 3600 students are mentored by a well-qualified faculty of 70 professors. | There are undergraduate, research, and certificate programs. APS College of Engineering admissions are entrance-based. Applications are accepted both online and offline at the college campus. To be eligible for B.E admissions, students must have passed 10+12 in the PCM stream with English as a core or elective subject recognized board (or) must have passed 2 years of pre-university exam in science by the Karnataka State Pre-University Board (or) should have passed 3 years of Diploma examinations recognized by VTU."
630,College of Engineering - [COER],"College of Engineering is a private institute, established in 1998 and is approved by AICTE. The institute is functioning from its campus located at Rehmadpur Vardhmanpuram, Haridwar Rd, Roorkee in the state of Uttarakhand. | COER offers 4-years B.Tech course in 7 specializations and 2-years M.Tech. course in 2 specializations."
631,Park College of Engineering and Technology - [PCET],"Established in 1997, Park College of Engineering and Technology (PCET) is located in Coimbatore, Tamil Nadu. It is affiliated to Anna University. This co-educational self-financed private undertaking is approved by AICTE, Delhi. The campus spreads over a massive area of 30 acres with lavish greenery from all sides. | PCET offers B.E and B.Tech at UG level and M.E, MBA and MCA at PG level. The institute enrolls 1500 students annually for both its undergraduate and postgraduate courses.Candidates are granted admission to B.e and B.tech courses through TNEA Counselling based on the merit in the 10+2."
632,"University Institute of Information Technology, Himachal Pradesh University - [UIIT]","UIIT Shimla offers B.Tech in five branches of Engineering viz. Information Technology, Computer Science, Civil Engineering, Electrical Engineering and Electronics and Communication Engineering."
633,GD Goenka University - [GDGU],"GD Goenka University Admission 2024 is open. The university offers more than 100 courses in the disciplines of Engineering, Management, Science, Design and many more at the undergraduate, postgraduate and doctoral levels. It has ten institutes offering higher education in the respective fields. Admission to all the courses is done through GD Goenka University Aspire 2024 (Entrance and Scholarship Test) for which registration will begin soon. The final admission will be granted after considering different parameters like Eligibility, Academic Performance & Aptitude of the candidate. Apart from Aspire exam, JEE Main/ CAT/ NMAT/ GATE/ MAT/ LSAT and other national exam scores are also accepted by the institute. GD Goenka University conducts a written test followed by a presentation round and an interview to offer admission in the Ph.D. program. | Direct Link to Apply for GD Goenka University Admission"
634,NIILM University,"NIILM University is a private university in kaithal in the state of Haryana, India. NIILM University was established by the Haryana State Legislature under Haryana Act No. 16 of 2011. | NIILM University offers multi-disciplinary educational courses at undergraduate, postgraduate and doctoral levels. It provides study of diverse subjects like Engineering and Technology, Science, Commerce, Business Administration, Computer Application and Legal Studies."
635,IEC University Baddi - [ICEU],"IEC University was established in the year 2012. It is located in Baddi, Himachal Pradesh. IEC University offers an extensive range of Undergraduate, Postgraduate and Doctoral courses in various specializations. | In UG & PG courses, the maximum number of seats available are 60. For doctoral courses, the intake is a maximum of 8 seats."
636,ITM (SLS) Baroda University,"Established in 2011, Institute of Technology and Management University is located in Vadodara and considered to be one of the best quality education providers in Gujarat.The institution is approved by UGC, PCI and COA."
637,ISL Engineering College - [ISLEC],"The ISL Engineering College, Hyderabad is an Osmania University affiliated college and is approved by AICTE. The college offers both undergraduate as well as postgraduate programs in different specializations. There are a total of 6 specializations in Engineering, and 3 in MBA programs."
638,Trident Academy of Technology,"Came into existence in the year 2005 in Bhubaneshwar, Odisha, Trident Academy of Technology is known for its excellence in technical education. The college is affiliated to Biju Patnaik University of Technology, Odisha. | Trident Academy of Technology offers B.Tech, B.Sc. in Biotechnology, BBA and BCA under UG programs whereas the Post-Graduate Programme list includes M.Tech, MCA, MBA and M.Sc. Biotechnology."
639,Maulana Azad University,Maulana Azad University is a relatively new university in the state of Rajasthan. The university was established only in 2013 and it is a private institution.
640,Himalayan University - [HU],"Himalayan University is one of the top ranked universities in Arunachal Pradesh. It was established in 2013. It offers undergraduate, postgraduate and research level programs. This includes BA, MA, B.Sc, M.Sc, Ph.D. and M.Phil programs. The courses offered at Himalayan University cover more than 9 specializations at the UG and PG level."
641,People's University,"People's University was established in 2002, located at Bhopal, Madhya Pradesh, India. The Constituent Institutes of People's University are already recognized /approved by concerned Statutory Bodies/Councils like MCI/DCI/INC/PCI & MP State Paramedical Council. | People’s University offers various courses at undergraduate and postgraduate level focusing in the areas of Engineering, Medical, Management, Nursing, etc."
642,Amrita School of Engineering - [ASE],"Amrita Vishwa Vidyapeetham (Deemed to be university) School of Engineering has campuses located at four different locations – Amritapuri, Bengaluru, Coimbatore and Amaravati. | Amrita Vishwa Vidyapeetham is among the top private universities according to QS World University Rankings and 4th top private university in India, a ranking of over 1000+ universities from 50+ countries."
643,Ganga Group of Institutions - [GGI],"Ganga Group of Institutions is a private institution with its head office in New Delhi. It was established in 1989 with all its courses affiliated to MDU, Rohtak. Ganga Group of Institutions various UG, PG and Diploma programs under its vast set of courses. | Read More: Ganga Group of Institutions Fee Structure"
644,RajaRajeswari College of Engineering - [RRCE],"Raja Rajeswari College of Engineering came into existence in 2006 with the objective of becoming a center of excellence in technical education. Under the UG domain it offers B.E courses in eight different specializations and under the PG domain it offers M.Tech., MBA in three different specialization, and MCA programs. RRCE also offers Ph.D. research programs in nine different specializations. | B.E admissions are done on the basis of Karnataka CET. To be eligible for the same, the candidates must have, 2nd PUC/12th Std/ 10+2 scheme of examination with PCM or 10+3 Diploma examination with Mathematics as a compulsory subject (as prescribed by VTU). Admission to the M.Tech. program is granted on the basis of the candidates performance in GATE or PGCET exams. For MBA there are seats admission to the which is granted on the basis of the candidate’s performance in PGCET. The institute offers a Ph.D. under 9 areas of specialization. Admission to the same is granted on the basis of the merit followed by an interview."
645,Sri Manakula Vinayagar Engineering College - [SVMEC],"Sri Manakula Vinayagar Engineering College is a reputed engineering college located in Pondicherry, India. It is affiliated to Pondicherry University and was established in 1999. It offers various courses which include B.Tech, M.Tech, MBA , MCA, B.Arch. and Ph.D.. Admissions here also happen through management quota. | Admission to B.Tech happens on the basis of CENTAC Counselling. To be eligible, the candidate must have passed 10+2 with a minimum of 45% marks. To get admission under management quota, candidates need to appear for CETPPMC."
646,International Institute of Technology and Management - [IITM],"IITM Murthal offers 15 UG, PG, and polytechnic courses in Engineering, Technology, and Management streams. Under the UG domain, it offered B.Tech, BCA, and BBA. Under the PG domain, it offered an M.Tech program. It also offers Polytechnic and diploma courses. The admission criteria are both entrance and merit-based. Admissions to all courses are accepted online as well as offline."
647,Shobhit University,"Shobhit University was established in the year 2012 is located in the city of Gangoh, Uttar Pradesh, India. The university is accredited by National Assessment and Accreditation Council with an ‘A’ grade certification. | Shobhit University offers various technical, professional, vocational courses as well as undergraduate postgraduate and doctoral level courses to students across the length and breadth of the country as well as abroad"
648,Maharishi University of Information Technology - [MUIT],"Maharishi University of Information Technology was established in the year 2001 in Lucknow, Uttar Pradesh. The university offers UG, PG, Diploma, and Doctorate program under its five departments. | MUIT Lucknow runs B.Tech in 7 specializations, B.Sc. with 10 specializations, BCA, BBA, B.Com courses at UG level. PG level courses include M.Tech with 7 specializations, MBA with 5 specializations, M.Sc. with 13 disciplines, M.Com, and MCA courses. The university also offers the Ph.D. program with 5 disciplines, and Diploma courses as well."
649,Vidya Knowledge Park - [VKP],"Vidya Knowledge Park (VKP) was established in the year 2006 in Meerut, Uttar Pradesh. VKP is affiliated to AKTU, Lucknow and is approved by AICTE. | VKP offers undergraduate courses such as B.Tech/ BFA/ BFAD/BBA/ BCA/ BJMC and post graduate courses such as B.Ed./ BTC/ MBA/ MCA."
650,Jaypee University Anoopshahr,"Jaypee University was started in the year 2014 in Anoopshahr, Uttar Pradesh. | The university offers B.Tech in 5 specializations, B.Com, BA in 2 specializations, BBA in four specializations with 30 seats, B.Sc. in 5 specializations with 165 seats. Jaypee University Anoopshahr also offers Ph.D. course in 4 specializations."
651,St.Joseph University,"St. Joseph University is located in Dimapur, Nagaland, and was set up in 2016. It is a private University established Under Nagaland Govt. Act No.6 of 2016. University offers various Undergraduate and Postgraduate programs. There are four Departments present in the university which offers various courses in Arts, Science, Engineering and Management."
652,Rishihood University,"Rishihood University is currently accepting admission for UG courses. Admissions are offered in courses like BSc (Hons.) Psychology, B.Des, BBA and B.Tech at the UG level. | Applicants are evaluated on the basis of their overall performance across our selection criteria that includes past academic records, personal interview, admission test scores and others."
653,Sarala Birla University - [SBU],"Sarala Birla University (SBU) is a self-financed private university in Ranchi, Jharkhand. The Legislative Assembly of Jharkhand established the university in 2017 by virtue of the Sarala Birla University Act. 2017 (Jharkhand Act. 13, 2017). | Sarala Birla University offers B.Tech, BA, BBA, BCA, B.Sc, B.Com, BPharm, BPA, LLB, and Integrated-LLB courses at the UG level. At postgraduate level, the university offers MBA, MCA, MTech, MA, M.Sc, MCom, LLM, and MPA courses. Additionally, the institute also offers diploma, certifications, and PhD courses in a wide range of specializations."
654,Radha Govind University - [RGU],"Spread over 50 acres of land with 3 lacs sq.ft. built-up area, Radha Govind University is ranked number 1 private university in Jharkhand, it also encourages the poor and meritorious students in getting higher education in the campus."
655,Kavikulguru Institute of Technology and Science - [KITS],"Like most Engineering colleges in India, this college conducts its admission process through a proper counseling session for respective programs. | Kavikulguru Institute of Technology and Science was established in 1985 and is located in the city of Nagpur, Maharashtra. It is affiliated to the Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU)."
656,Stanley College of Engineering and Technology for Women - [SCETW],"Stanley College of Engineering and Technology for Women came into existence in 2008 at Hyderabad Stanley has been ranked 95 amongst the top 150 Engineering Colleges in India by Times Engineering Survey. Affiliated to Osmania University, the college is known for offering UG and PG level programmes in Engineering and Management. | B.Tech programmes of 4 years, M.E/M.Tech and MBA courses of 2 years respectively are NAAC accredited and approved by AICTE. NAAC has given “A” grade last year for all of the courses."
657,Aditya Institute of Technology and Management -[AITAM] Tekkali,"Aditya Institute of Technology & Management (AITM) is a prestigious educational institute founded in the year 2001 by the Sri Aditya Educational Society. It is located at K. Kotturu, Tekkali, Srikakulam District. | AITM currently offers B.Tech, M.Tech, MBA and Diploma Courses. The total intake per year is 840 in B. Tech programs, 60 in MBA and 156 in M. Tech. Aditya Institute of Technology & Management (AITM) is affiliated to JNTU Kakinada and follows the curricula prescribed by the Boards of Studies of the affiliating university."
658,Anand Engineering College - [AEC],"Anand Engineering College (AEC) is a private engineering college located in Agra, Uttar Pradesh, India. The college was founded in the year of 1998. It is affiliated to Dr. A.P.J. Abdul Kalam Technical University (APJAKTU), Lucknow, Uttar Pradesh. | Anand Engineering College offers full-time regular undergraduate and postgraduate level engineering courses like B.Tech, M.Tech, BBA, BCA, MBA and MCA degree programs."
659,Andhra Loyola Institute of Engineering - [ALIET],"A sister institute of the reputed Andhra Loyola College, Vijayawada, Andhra Loyola Institute of Engineering was established in the year 2008. It is run by JESUIT fathers.  It is affiliated to JNTU, Kakinada for offering an under-graduate course in B.Tech. and two post-graduate courses in MBA and M.Tech."
660,Baba Banda Singh Bahadur Engineering College - [BBSBEC],"Baba Banda Singh Bahadur Engineering College (BBSBEC), Fatehgarh Sahib, Punjab, India was established in 1993. The college was affiliated to Punjab Technical University. Baba Banda Singh Bahadur Engineering College (BBSBEC) offers only one course Bachelor of Technology (B.Tech) at the UG level. At the master’s level, the college offers M.Tech, M.Sc and MBA focusing the area of multiple subjects. | The candidates seeking admission in B.Tech need to appear in JEE Main. The candidates seeking admission in M.Tech need to appear in an entrance exam, known as GATE. For MBA courses, the admission criteria is as per the marks obtained in qualifying degree."
661,Bangalore College of Engineering and Technology-[BCET],"Bangalore College of Engineering and Technology (BCET) was established in 2001 with a motive of providing education to students that inspires them. It is affiliated to Visvesvaraya Technological University (VTU) and approved by AICTE. | Apart from this, Bangalore College of Engineering provides good placements visited by top-notch companies like TATA, Airtel. The companies offered good packages ranking from 5 LPA to 50 LPA."
662,Bankura Unnayani Institute of Engineering - [BUIE],"Bankura Unnayani Institute of Engineering was established in 1998. BUIE is located in Bankura, West Bengal and is affiliated to the Maulana Abul Kalam Azad University of Technology (Formerly known as West Bengal University of Technology) and Government of West Bengal. | At Undergraduate level, Bankura Unnayani Institute of Engineering offers B.Tech degree course in six disciplines. At Postgraduate level, the college offers M.Tech degree course in two specializations. The college also offers B.Tech Lateral Entry to the candidates."
663,Chadalawada Ramanamma Engineering College - [CREC],"Chadalawada Ramanamma Engineering College (CREC) is an autonomous institute of engineering, located at Tirupati, Andhra Pradesh, India. The college was established in the year 2004. It is affiliated to Jawaharlal Nehru Technological University, Anantapur. | Chadalawada Ramanamma Engineering College offers various undergraduate and postgraduate level programs in the fields of Engineering, Information Technology, Business Administration and Management Studies leading to the degrees like, B.Tech, M.Tech, MBA and MCA. The college follows the reservation policy as per the norms of Government of India."
664,Chettinad College of Engineering and Technology - [CCET],"Chettinad College of Engineering & Technology, Karur was established in 2007 and is affiliated to Anna University, Chennai. The institute offers BE, ME and MBA courses with an annual intake of 438 students. | All the courses are offered by Chettinad College of Engineering & Technology under the departments of Computer Science & Engineering, Electronics & Communication Engineering, Electrical & Electronics Engineering, Civil Engineering, Information Technology, Mechanical engineering, Applied Science and Business Administration."
665,"College of Engineering And Management, Kolaghat","College of Engineering and Management is a government-aided engineering college located in Kolaghat, West Bengal. CEMK was established in 1998 with assistance of West Bengal Power Development Corporation Limited (WBPDCL), an enterprise of the Government of West Bengal. An educational institute with a proven track record of excellence is located within integrated campus of Kolaghat Thermal Power Plant Township of WBPDCL. The college is governed under the Minister in Charge, Department of Power, Government of West Bengal as chairman of the college. CEMK is only engineering college in the country situated within the integrated campus of Govt. Thermal Power Plant.  The Institute also received a financial grant from the World Bank-funded TEQIP II programme. | The institute offers six B.Tech courses, to be eligible for the same, the candidates must possess a 10+2 qualification with a minimum of 45% marks in PCM. Admission to the B.Tech. program will be granted on the basis of the candidate’s performance in JEE Main or WBJEE followed by a counseling session conducted by WBJEEB."
666,DAV Institute of Engineering and Technology - [DAVIET],"DAVIET is one of the most prestigious engineering college located in the city of Jalandhar, Punjab. The institute is approved by All India Council for Technical Education (AICTE) and is affiliated to Punjab Technical University (PTU). The college offers UG and PG courses in engineering and management. Candidates can choose from courses such as B.Tech, BCA, BBA, BHMCT, BTTM, M.Tech, MCA and MBA. | DAVIET Updates"
667,Dhanalakshmi Srinivasan Engineering College - [DSEC],"Dhanalakshmi Srinivasan College of Engineering is one of the premium private engineering colleges in Perambalur and it's a part of the Dhanalakshmi Srinivasan group of institutes which comprises of multiple institutes dotted across Perambalur, Trichy and Chennai."
668,Ellenki College of Engineering and Technology - [ECET],"Ellenki College of Engineering and Technology has 7 academic departments and offers 3 major programs in Engineering, Technology and Management. B.Tech with 8 specializations, M.Tech with 5 specializations and MBA programs are offered for admission currently. | Admission to Ellenki College of Engineering and Technology is done based on the entrance exams, applications for which will be available online. Applications for entrances are also accepted online."
669,GKM College of Engineering and Technology - [GKMCET],"GKM College of Engineering and Technology is located in Chennai, Tamil Nadu. It was established in 1996 and is affiliated to Anna University, Chennai. The College offers 10 undergraduate (B.E./B.Tech.) and postgraduate (M.E./MBA/MCA) programs and four Ph. D programs. GKM College of Engineering and Technology have almost 820 intakes every year to B.Tech/B.E. while 390 intakes in M.E./MBA/MCA programs in various specializations. It offers Ph. D. in Mechanical Engineering, Computer Science and Engineering, Physics and Chemistry."
670,G L Bajaj Institute of Technology and Management,"G.L. Bajaj Institute of Technology & Management is an engineering and management college located in Greater Noida, Uttar Pradesh. Affiliated to the  Dr. APJ Abdul Kalam Technical University, the college currently offers various courses including B.Tech, M.Tech, and MBA, and MCA."
671,Karpagam Institute of Technology,"Karpagam Institute of Technology (KIT) is one of the pioneering colleges situated in Coimbatore, Tamil Nadu. The institute currently offers full-time bachelor’s degree courses under the departments of Computer Science & Engineering, Electronics & Communication Engineering, Electrical & Electronics Engineering, Information Technology, Mechanical engineering."
672,Kongunadu College of Engineering and Technology - [KNCET],"Kongunadu College of Engineering and Technology is a UGC-recognized, ISO 9001:2015 certified autonomous college in Tiruchirappalli. Established in 2007, it has been accredited by the NBA, and has received a ‘B++’ grade from NAAC. KCET has a learned faculty. It has 31 PhD holders among a total of 134 faculty members. | 2.1 Eligibility & Selection Criteria"
673,MBM Engineering College - [MBM],"MBM Engineering College (MBM), or Mugniram Bangur Memorial Engineering College, Jodhpur, Rajasthan was established on 15th August 1951. There are some of the courses of MBM which are approved by the AICTE and is granted by the UGC. MBM college is affiliated to Jai Narain Vyas University (JNVU), Jodhpur. | MBM Engineering College has a facility of educational multimedia research center which is well-equipped with studio and highly trained staff for educational films for UGC-CWCR and MBM Engineering College's has a collaboration with IBM USA for Computer Science and Engineering Department for students training purpose, there is further no information available about Clubs, Committees and Societies."
674,Mookambigai College of Engineering,"Mookambigai College of Engineering, Pudukkottai is a private college located in Pudukkottai. It was established in 1985. The college aims to be a globally accredited institute of excellence committed to world class engineering education and research. It is affiliated to Anna University, Chennai. | Mookambigai College of Engineering offers BE & B.Tech programs at the UG level and ME at PG level. All the courses are approved by AICTE."
675,Ponjesly College of Engineering - [PCE],"Established in 1994, Ponjesly College of Engineering is an AICTE- approved Christian minority college affiliated to Anna University. PCE has a faculty strength of 208, 44 of whom are PhD holders. The college boasts of infrastructure covering an area of 500,000 square feet. | PCE offers seven specializations under the B.Tech course, six under the M.Tech course, and five under the MBA course."
676,Rajadhani Institute of Engineering and Technology - [RIET] Attinga,"Rajdhani Institute of Engineering & Technology (RIET) is an AICTE approved institute, affiliated to both Kerala University and APJ Abdul Kalam Technological University (KTU). It was established in 2009 and is located in Kerala. | Synonymous with Rajdhani Hills, the campus is a modern version of the state of the art. Rajdhani Institute of Engineering & Technology follows the qualitative approach for its students by providing them with authorized training centers of SAP, Apple, ASAP, etc."
677,Ramachandra College of Engineering - [RCE],"Ramachandra College Of Engineering is located in Eluru, Andhra Pradesh. It is approved by AICTE and accredited by NAAC. The college is affiliated to Jawaharlal Nehru Technological University, Kakinada. | The full-time courses offered by the college are B. Tech, M. Tech and MBA. The candidates are eligible for admission into a particular course only if he/ she has a valid score in the entrance examination."
678,Roorkee Institute of Technology - [RIT],"Roorkee Institute of Technology (RIT), Roorkee is an Engineering college located in Roorkee, Uttarakhand, India. It is affiliated with Uttarakhand Technical University, Dehradun. Roorkee Institute of Technology was established under the tutelage of Himalayan Charitable Trust (HCT) in 2005. The Roorkee Institute of Technology (RIT) offers B.Tech, M.Sc, M.Tech, MBA and MCA at the UG and PG level focusing the area of Technology, Business Administration, Master of Admission etc."
679,SCMS School of Engineering and Technology [SSET],"SCMS School of Engineering And Technology offers 3 courses. Under UG domain, it offers B.Tech. program and under PG domain it offers M.Tech. and MCA programs. | Established in 2001, SCMS School of Engineering and Technology is a premier institute located in Kerala. The institute is promoted by the SCMS Group of Educational Institute has been in the forefront of providing quality professional education in Engineering & Technology."
680,SIES Graduate School of Technology - [SIES-GST],"South Indian Educational Society Graduate School of Technology was established in 2010 and is accorded with South Indian Linguistic Minority status in accordance with the Constitution of India. It has a B++ accreditation given by NAAC. | Affiliated to the University of Mumbai, the institute offers B.Tech program under its UG domain. Admission is done as per the guidelines of the Directorate of Technical Education (DTE), Maharashtra. 51% of the seats are reserved for South Indian Linguistic Minority (Tamil). UG program in several specializations."
681,SKN Sinhgad Institute of Technology and Science -[SKNSITS] Lonavala,"The SKN Sinhgad Institute of Technology and Science [SKNSITS], isolated from local habitation, is a part of Sinhgad Technical Education Society, Lonavala campus, Maharashtra. The college offers 6 academic departments and 6 schools of excellence.It offers various degree courses at Bachelor’s and master’s level in the engineering disciplines. Admission to BE program is done through JEE Main followed by counseling. The admission to ME courses is offered on the basis of a valid GATE score."
