Serial No.,College Name,Scholarship Info
644,RajaRajeswari College of Engineering - [RRCE],Fiedt year fees 80000 and 2nd year same 54k CET+26k college fees My batchmates got 120000 per year so total 480000 for 4years Scholarsgip we will get only if we are caste leaving general caste so we will get 18k per year now they have increased to 20k per year
644,RajaRajeswari College of Engineering - [RRCE],"The total fees is of 1,09,760 but it has been increasing yearly wise as per the KEA board instrutions and also as per the College Management Requirements. The fees is different for SNQ Quota students, CET Admissioned students, Management students and also its different for AICTE students"
644,RajaRajeswari College of Engineering - [RRCE],"The mentioned below is my details The yearly fees are 155000 Tuition fees is 115300 College/other fees is 39,700 Total : 155000 Examination fees is 1980 The mentioned below is one of our batchmates The yearly fees is 135000 Tuition fees is 115300 College/others fees is 19700 Total : 135000 Examination fees is 1980 Scholarship available is around 12000"
645,Sri Manakula Vinayagar Engineering College - [SVMEC],"Yes this college have 80,000 for robotic course and 23,000 for bus from puducherry.. which are similar to all city. If you're are coming with CENTA the fees is only 40,000 but extra money for exam fees, lab fees, semester fees, and app fees."
645,Sri Manakula Vinayagar Engineering College - [SVMEC],For centac it is 65k per sem and for management 95k per sem and there is lot of scholarship is also available in our college. And there are exam fees may vary with departments and lab fees also applied in it.
645,Sri Manakula Vinayagar Engineering College - [SVMEC],I paid 16 L without hostel 2L for hostel. Other than that books and exams fee Exam fee cost around 3k per month.Transport facilities and other cost included . Mess food is bad
645,Sri Manakula Vinayagar Engineering College - [SVMEC],"The fee structure for my academic program is 90000 per academic year. Over the course of the program which lasts for. Currently, no scholarships are available for me, which means I am responsible for covering the whole fee. Every semester they will include lab charges in the name of breakage fees,thats sounds irrelevant and unwanted to me."
645,Sri Manakula Vinayagar Engineering College - [SVMEC],The college fees is 90k but the will collecr 11k for ethnotech lab and apart feon that they will ask you to pay gor sem lab fees . But if you break anythimg in the vlass the whole class will be chargee for that
646,International Institute of Technology and Management - [IITM],"Every year 48500 fees for bba 1st year and total three year fees is 145000 and scholarship are also available for scholarship sc, st , EWS also .fees can be decrease if student financial condition is not good."
646,International Institute of Technology and Management - [IITM],The fee for bba course is 45500 per year and it's a 3 year course. The faculty of the college is very very good and the staff of teachers are also very helpful. The seniors are very good and they help the juniors as much they can.
646,International Institute of Technology and Management - [IITM],"The yearly fees is actually 79000/- including all like tuition fees, admission fees, development fees, etc. Yes Scholarship is available in our college, my batchmates also applied for scholarship and they got approved too. Note - scholarship is only available for OBC,SC,ST."
646,International Institute of Technology and Management - [IITM],"It's all are tution fees there is no any extra charges , every thing is good , there is some relaxation for scholarship students and you should also customize fees as monthly pay oor yearly pay and also there is some relaxation"
646,International Institute of Technology and Management - [IITM],Here the tuition fee for diploma in pharmacy is Rs 67500 for one year and Rs 50 is charged for ID card and total fees is Rs 135000. There is also scholarship department here but you have to apply for it yourself.
647,Shobhit University,I cant earn my scholarships because my 12th percentage is 55% if you have 60%in 12th so college give you scholarships upto 10to 30 % My yearly fees is like 250k around without hostel hostel charge is double occupancy is 80k and single occupancy is around 120k
647,Shobhit University,Tution fees is in budget according their study and teaching level and facilities. You can apply for your scholarship at government level. Maximum you get you all fees refund to your bank account. So dont worry about the fees.
647,Shobhit University,Tution Fe Is Decided And Fixed In The Start Of the Course One Time For the Complete Course. No Further Increase Is Found In The Course Fee. I Paid 80 Thousand For The Complete Course In My Tenure For All The Types Of Fees. I Did Not Get Any Scholarships. I Am Working My Self.
647,Shobhit University,The tution fees of first year (2020-23 batch) 32700 per year including security and other charges and the second and third year fees is 26700 this University is provide to you government scholarship program and best is the shobhit university is provide you 100% placement assistance
647,Shobhit University,The fee is very minimal it's just 2.9 lakh for entire course . Yes up govt scholarship is there along with some discount on merit basis and reserved categories . You can work as Dr or professor in several institutions or open your own centre or uh can also go for MD .
648,Maharishi University of Information Technology - [MUIT],"Maharishi University of Information Technology offers scholarships for meritorious students and students possessing exemplary skills in sports, performing arts or literary skills."
648,Maharishi University of Information Technology - [MUIT],"The University offers scholarships to the meritorious candidates based on her/his academic performance in qualifying examinations prescribed by the University like 10+2 or Graduation, Rank/Score in All India/State Level Entrance/ Aptitude Test and candidates possessing exemplary skills in sports, performing arts or literary skills."
648,Maharishi University of Information Technology - [MUIT],
648,Maharishi University of Information Technology - [MUIT],
648,Maharishi University of Information Technology - [MUIT],Total fees of bcom course is 40000. But any person can avail discount upto 25 percent. Based on there class 12 percentage more percentage will lead to more discount. Any person can avail discount upto 25
649,Vidya Knowledge Park - [VKP],The fee structure for three years is mainly as 450000 per year but in first year additional fees for registration and for callege dresses are overall around 60000 in first year only and the other fees will chages per semester for registration around 1100 rupees
649,Vidya Knowledge Park - [VKP],Year wise fee - 1.2 lac( including all ) There is a scholarship for Jain minority and tution fee is only 20% of the original course price. Only UP state gov. scholarship is valid here. Course fee have probably been increased in the past 3 years.
649,Vidya Knowledge Park - [VKP],thr fee hikhe policy are may very according to students if select scolarship that would be different. jan kalayan yojna for scolarship fanicial assistance are average. i am just studing in college not know the p[acement
649,Vidya Knowledge Park - [VKP],The fee structure is quite good you have to pay the full amount of 85000-90000 at the time of admission or you can pay it in instalments and you have to fill out your exam form which costs 7500 per year. The fee structure of the College is good enough that an average student can also study here
649,Vidya Knowledge Park - [VKP],"Fees structure is very high compared to other colleges in the hometown. Other colleges have 35-40k per year but here it's 70k per year which is not worth paying. The scholarship is not provided by the institute but they fill up the forms of Student who belongs to any reserved category for state scholarship programs also if you are able to secure a rank in the university exams then you will be rewarded with some amount like top 3 toppers will be rewarded with 10k, 7k,5k each year on the course. I got two times 5k waiting for this time fingers crossed."
650,Jaypee University Anoopshahr,Odd semester fee Tution fee: 50000 Development fee: 55000 Hostel fee :37500 Caution money :10000 one time JYC fee 1000 per year Even semester fee Tution fee 50000 Hostel fee 37500 As we see complete cost in first year 240000 Scholarship forms are also available we have to go to cyber cafe than it get through government. College doesn't provide us.. Discount for the students whose parents is working in jaypee.. And also for army officer and other defensechildren's
650,Jaypee University Anoopshahr,The fees cost for this in this college is approx 1.1lacs per year and this is huge amount to do a bachelor degree. And this not affordable for middle class people. I can't say anything about the fees hike whether they increase or not. I just hope that they decrease the fees. Most of us filled a scholarship form from the college two months ago but till now we have not received a single penny. So we are just hoping that we get some money back in the form of scholarship.
650,Jaypee University Anoopshahr,"The fees structure is very feasible as compared to other colleges. I paid INR 32,500 per annum in which all types of fees included such as admission fees, books fees, exam fees. Students have to pay extra fees for the hostel facility"
650,Jaypee University Anoopshahr,Fees are not too much of all the branches as compared to other universities and studying level is too high in my university Gov. Scholarship and a topper scholarship got the highest marks in all the years.
650,Jaypee University Anoopshahr,Scholarships are provided to do students to do really good in the class and who are the toppers. For the students who prefer to study through educational loans can also contact to the authority and get some paper work done by the government so as to get the loan passed.
651,St.Joseph University,One yearly fees for our course is 44500.The scholarship is got is around 14000.Admission fees are around 5000.The lab fees are also 5000 per semester.The university also provide like merit list students -fee concession.
651,St.Joseph University,Year wise fee that I have paid is 35000 installment wise is 17500 per semester. Tution fee is 17500 as per semester admission fee is 3000 In the year 2021 but now it's 5000 and exam fee is according to how much backlog we have and per backlog is 300 Fees differ from department to department science and management department cost more there per semester fee is 22000 plus according to their courses BBA is more than that. And for the final year student backlog who have special supplimentary exam they pay 2500 per paper which is too high .
651,St.Joseph University,"For the fee payment, the student needs to log into the university portal and pay online. The student gets the opportunity to apply for both state and central scholarships. The university doesn't provide any extra jobs apart from education."
651,St.Joseph University,The fees is not much but still more for a lot of students so the college provide scholarships for the students from poor background or backward classes and also have various loan policies for them to avail.
651,St.Joseph University,"I have not availed for any scholarships here, but have classmates who have opted for loan facilities provided by this institute. There are various categories of scholarships available which students can apply for. If any student performs extra-ordinarily in academics including extra-curricular but belongs to reserved category families can apply for Nagaland Government Scholarship or else students if want can either apply for scholarships offered by central government which is National Scholarship portal. After submitting the admission details in any private banks as mentioned by the college, you can avail for the educational loan."
652,Rishihood University,"Rishihood University, Sonepat offers upto 100% tution scholarship to the students at the time of admission. A brief about the same is mentioned below:"
652,Rishihood University,
652,Rishihood University,"I got my admission in 2021 and now I've completed my bachelor's i.e. B.Sc CVT, but as of now in 2024 the course is not available. The fee of this course was 1,25,000 per year but I was scholar so, I didn't pay any amount of fee for my entire course."
652,Rishihood University,The fee is a little bit high but the other things about the college were so good. I didn't get any scholarships just I take admission. Job opportunities are there in the college. Many students get the package of 52 lac per annunciation.
652,Rishihood University,It's 350000 fees and I got 35% scholarship and hostel charges are 150000 its nice fees structure for a course like B.Des as so many specializations are been taught into. Same I recommend all and should opt.
653,Sarala Birla University - [SBU],SBU Ranchi provides a wide range of scholarships based on the category of the candidates or merit of the qualifying examination. Students applying for the scholarships must note that they have submitted original and valid documents. Given below are the SBU Ranchi Scholarships:
653,Sarala Birla University - [SBU],"This Scholarship Scheme is only applicable to the students who produce original and valid documents at the time of Counselling. However, students availing of any of these scholarships will not be eligible for Internal Scholarship / Merit. The scholarship percentage will be applicable only on the tuition fee in all the semesters, and not on Hostel Fee / Transport Fee. Tabulated below are the SBU Ranchi General Scholarships:"
653,Sarala Birla University - [SBU],"SBU Ranchi Scholarships for students pursuing Diploma/UG/PG courses will be applied only on producing documents of the qualifying exam. Scholarship provided at the time of admission will be subject to verification of original documents in Counselling. The scholarship percentage will be applicable only on the tuition fee in all the semesters, and not on Hostel Fee / Transport Fee. Tabulated below are the SBU Ranchi Scholarships on Diploma/UG/PG Courses:"
653,Sarala Birla University - [SBU],"SBU Ranchi Internal Scholarship on Diploma/UG/PG Courses will be applicable only on one consecutive semester, and will not be applied on Hostel Fee / Transport Fee. Given below are the details of the same:"
653,Sarala Birla University - [SBU],
654,Radha Govind University - [RGU],Total fees of one year is 30000 Per semester 15000 All categories have same fees structure. No scholarship is provided by college or university. Bona fide is provided for ekalyan scholarship. All fees is included .
654,Radha Govind University - [RGU],Per year fees is 82000 .40000 per semester 1000 per semester fees.admisiom charge is 10000.scholarship is not available.bonafide is provided for obc st sc jharkhand students for ekalyan scholarshipp.
654,Radha Govind University - [RGU],Fee hike is a main reason now a day for students But here fee are minimal you can easily avail. Scholarship are provided by government like ekalyan you can apply every years if your category is sc st or obc.
654,Radha Govind University - [RGU],Fee hike policy is increasing year after year in all universities and colleges. But here fee not too high you can easily afford. If you are from jharkhand you can availa scholarship and you can get ekalyan if you are from jharkhand.
654,Radha Govind University - [RGU],"The fees structure and discuss the opportunity of scholarship is good . The amount of fees is efford able to any students. I don't remember the name of scholarship , sorry . And I don't work on the campus."
655,Kavikulguru Institute of Technology and Science - [KITS],"My fees is 40000 in management, but in conviner it is 55000 college fees and 35000 scholarship. Total of 950000 for mechanical bramch. The fees doesn't increase. The 40000 fees includes all the categories including labs, development, admission, registration etc."
655,Kavikulguru Institute of Technology and Science - [KITS],"In our college the fee structure is depends n the students EMCET ranks and community wise, the total fees for 1yr is -80000/- community wise fee oc-80000/- bc-35000/- sc/st- 0/- we had EWS reservation implementation in our college"
655,Kavikulguru Institute of Technology and Science - [KITS],"In our college there will be different financial aid for different communities for BC - 50% scholarship, for SC- 100% scholarship and for OC- 50% these are only applicable for those who cleared EMCET examination which will be conducted by state board examination"
655,Kavikulguru Institute of Technology and Science - [KITS],Total four year-wise paying fee is 1lakh and there is JNTUH fee is per year 5k and they are providing sclorships and my college bilud in area of 26 aecers And my college aproved as A++ bu NAAC and there is NCC CAMP also
655,Kavikulguru Institute of Technology and Science - [KITS],"For SC, ST & OBC is good for scholarship. But Open students doesn't have that much fee and it will be a college financial issue that punishes students for late fees."
656,Stanley College of Engineering and Technology for Women - [SCETW],"78000, year wise fees accordingly to OU. But now it is autonomous the fees structure might changed. 5,500 Tution fees, all other fees I had paid 7,800. Eamcet scholarship students will get reimbursement."
656,Stanley College of Engineering and Technology for Women - [SCETW],"The fee structure in my college is kinda affordable as it is 80,000 per year but for a family of two only can afgord it ,as of me i have grabbed a convenor seat so i pay only uni fee and nothing else,henceits okay"
656,Stanley College of Engineering and Technology for Women - [SCETW],"For general tuition fee is ?85,000/- per year. If the student belongs to OBC or EWS and got admission through tseamcet, ?35,000/- will be reimbursed by government. If they belong to SC/ST, full fee will be reimbursed"
656,Stanley College of Engineering and Technology for Women - [SCETW],"Fee structure for upcoming batches is 85,000(tuition fee) + extra fees(admission fee, NBA fee, lab fee, etc. ). Extra fees is different from department to department but wouldn't exceed 20,000 for first year. For the remaining academic years the extra fees will be less than 10,000. Campus will provide free campus recruitment training after second year. If you belong to OBC or EWS category, the fee structure will be reduced by 35000 from your tuition fee. Whereas as for SC/ST categories, 100% fees is reimbursed. This reimbursement is considered for only students whose admissions are taken on tseamcet counselling bias."
656,Stanley College of Engineering and Technology for Women - [SCETW],If you are comming through eamcet and u got scholarship u have to pay only 50k per year for ece. But if you want to have a donation its min 5L for 4 years and tution fees which might be around 85000.there may not be any stipends but colleges gives you internship opportunities u can use to gain some
657,Aditya Institute of Technology and Management -[AITAM] Tekkali,The college fee is 61500 which was reimbursed by government and there is a placement fee which is 15000rs and the transport fee may vary by distance I'm from Srikakulam and my bus fee is 31500 and there is some other feeses like SSC and CCC which may vary from year to year
657,Aditya Institute of Technology and Management -[AITAM] Tekkali,The Student with Convenor Quota Should not Pay Any fee but From this year onwards 15 thousand Rupees Should be Paid For Placement Fee. The management quota studenrs should pay 50 percentage pf the academic Fee before First Mid Exam sho that Ther are Eligible for Writing First mid Exams and Along with Academic fee they also should pay Placement fee
657,Aditya Institute of Technology and Management -[AITAM] Tekkali,Per yearly I paid the fee of 68000 with the reimbursement that provided by government that makes me happy to have in the college with the reimbursement and management of the college and great future in
657,Aditya Institute of Technology and Management -[AITAM] Tekkali,tution fee is 61200 per annum .Admission fee is 15000 per annum . labs they charge 200 for every semister. Exam fees for every semister is 1500 and late fees is 2000. I'm staying in hostel it costs around 60000 per annum
657,Aditya Institute of Technology and Management -[AITAM] Tekkali,The total fees I have paid is here it is 62000 and other fees like placement fees 15000 And bus fees is 22000 and these all fees are paid in one year we will pay the amount in two semesters for 1st semester half and for another semester remaining amount .
658,Anand Engineering College - [AEC],The fee structure of Anand engineering college was good . The tution fees was around 85000 . The registration was about 5000 and the examination fees was about 6000 .there is some qouta there where your tution fees was completed waived . I have four friends whose tution fees was waived
658,Anand Engineering College - [AEC],Tuition fees is always 70000 per year and the complete cost of education including tuition fees service fees and other compulsory charges 78000 And the financial and scholarship at which are available for student is given by State Government and scalarship name is UP scholarship
658,Anand Engineering College - [AEC],Tuition fees are almost 70000 per year and the total goal is almost 78000 first year and the scholarship is given by sent state government almost 25000 as the scholarship name is the UP scholarship And other additional charges are also included like caution money.
658,Anand Engineering College - [AEC],"The tution fees of this course is about 70000 . The complete cost of this education including caution money, fees charge is approximately 79000 per year. The scholarship and the financial aid is given by the state government is about from 13k to 20k"
658,Anand Engineering College - [AEC],The fee structure is semister wise and 25000 per semester with caution money in one time 5000 includes The scholarship is give by state government almost about 36percent of your academic fees Placement also held
659,Andhra Loyola Institute of Engineering - [ALIET],"Andhra Loyola Institute of Engineering is among the well known technical colleges of its kind. The college has a very well structured curriculum and imparts quality education to its students. The college believes that there should be no hindrance and obstacle in learning and the educational process, be it financial or otherwise. In order to financially aid meritorious and deserving students. The various types of scholarships offered by the college and their details are as mentioned below:"
659,Andhra Loyola Institute of Engineering - [ALIET],"Management scholarships granted by the institution proves beneficiary in providing financial support to deserving students. Taking academics and other factors into consideration, the management grants scholarships and fee concessions in college and hostel for the economically backward students. Besides this, the management also provides free lunch in the college canteen to the most marginalized students who are likely to experience hunger."
659,Andhra Loyola Institute of Engineering - [ALIET],
659,Andhra Loyola Institute of Engineering - [ALIET],"College is nice and classes are well organised and overall college time is awesome . experience the best college in Andhra Pradesh.Fathers will treat you as their child.Hostel ambiance is good, food also very nice in hostel."
659,Andhra Loyola Institute of Engineering - [ALIET],The fee of course is 50200 when I joined in 2020 but now it became affiliated college so fee got increased to 90k that I have heard .they will collect exam fee as 770 for each semester .I don't know much about scholarships
660,Baba Banda Singh Bahadur Engineering College - [BBSBEC],The annual fee is 135000. I got government scholarships. There is no campus employment for someone in his undergraduate but someone pursuing a PG degree has employment options for teaching new batches with a good salary and they can altogether study for their PG degree as well and can also get paid by teaching other classes as well.
660,Baba Banda Singh Bahadur Engineering College - [BBSBEC],"The fee is very low in the comparison of other colleges and this is appreciative and helpful to students who face financial problems. The complete cost of our education including tution fee, hostel and mess fee, and other service fee are very low. Our college provides scholarship for students and there is opportunities of campus employment"
660,Baba Banda Singh Bahadur Engineering College - [BBSBEC],"In my college tution fees incresed on the basis of education. The total cost of edution fees is for 4 year is 440000. there is scholarship for the punjab student and sc st student, there is so much benefits for the punjab student."
660,Baba Banda Singh Bahadur Engineering College - [BBSBEC],"B.tech cse session 2023-24, fee 5.20lks B.tech cse session 2020-21,fee 4.40lks Fee Stucture - Regular Course Fee Structure of various Academic Programmes (UG/PG) offered by Affiliated/Autonomous Colleges (For Admission Batch on or before Session 2022-23)"
660,Baba Banda Singh Bahadur Engineering College - [BBSBEC],The fee structure of my college is very good so that all the students can study well. Our all courses also have a good fee structure. Our college scholarship is also very good which everyone gets. Ours is also a very good college with very good fee structure.
661,Bangalore College of Engineering and Technology-[BCET],No. howeverour college doest not provide scholarship and all also the Loan is also not available but they give bonify so that we can take loan from other banks the college will support us and the Curriculam
661,Bangalore College of Engineering and Technology-[BCET],For top 10 students you get scholarships and they help for loans in banks they are tied up with.
661,Bangalore College of Engineering and Technology-[BCET],NO in this department the college lacks.there are ofcourse scholarships but no loan type facilities.
661,Bangalore College of Engineering and Technology-[BCET],I am not aware of any kind of scholorship and loan which is provide by my college to any one . i am not aware.
662,Bankura Unnayani Institute of Engineering - [BUIE],"I was not pay year wise but I pay every semester it's after every six month 40000(fourty thousand rupees) There's admission fees or somebody told that seat booking fees only 12000(twelve thousand rupees )and also per semester registration fees 1250(one thousand and two hundred fifty rupees ) In My college there's have available so many scholarship like SVMCM(who got 60% marks per year) which have provided 60000 rupees for scholars that's a huge amount and also OASIS scholarship for OBC,SC,ST candidates which provides 20000 rupees."
662,Bankura Unnayani Institute of Engineering - [BUIE],Total tuition fee was approx 3 Lakhs Rupees ....college takes fees from students in installments . The first year installment was less and after that every year tuition fees installment was increased by some percent
662,Bankura Unnayani Institute of Engineering - [BUIE],"In this college buie in the department of cse fees structure is affordable with (200000) in 4 years excluded hostel fees , anothee hostel fees are between 100000 and also their is scholarship SWAMI VIVEKANANDA SCHOLARSHIP and oasis etc."
662,Bankura Unnayani Institute of Engineering - [BUIE],"In b u i e in the department of c s e tution fees are more likely (200000-250000) excluding histel fees , but the enjoyments in campus is awesome. Seniors are very supportive in the hostel campus. So you cam prefer this college"
662,Bankura Unnayani Institute of Engineering - [BUIE],One of the best thing is that the college have no extra or hidden charges they gave us the whole course fee structure at the very time of admission. So we can manage the financial requirements in time. As I'm pursuing BTECH in computer science and engineering from this institute. The whole course fee is approx. 310000. Students can apply for the government and private scholarships.
663,Chadalawada Ramanamma Engineering College - [CREC],"The fee of the college is around 53,000/year. For the building fee, we have to pay 5,000 /year. There is no financial aid system in our college so we have to pay all fees to complete the course. No stipend was awarded."
663,Chadalawada Ramanamma Engineering College - [CREC],Tution fee is 52500 for convener quota. Nothing such as hike on fees except the demand for that particular course. And the building fees is 5500 rupees and if hostel 50000 rupees and examination fee for every semester is 1500 rupees. Government based scholarship is available in this college which is benifitial for students. Placement training is provided by the college!
663,Chadalawada Ramanamma Engineering College - [CREC],When it comes to the fees and fees when I get a free to get a fees from the government or we should pay the some fee so when you come so specify on such Heights it's good for the complete cost of education is about or service fees is 5000 so that is called admission fee and other subjects are like when you join in hostel names scholarship from Government and Finance is support from the government who students are studying in the college employment is good but only small companies comes for the campus placement and let's packages for the fine and type and not there so in better final year there will be the main project internship so in which you should do your internship and submit the projects along with your teammates with the teachers so that we can get the product marks and when it comes to as job rolls so the job rules are very low for because it's a good college but not that much so that's why fun not about it because we it is a B.Tech and ship not Mtech internship
663,Chadalawada Ramanamma Engineering College - [CREC],Eamcet qualified candidates are eligible Fee refunded Not so many are got jobs in the college Good fee structure And the good of cultural progress Good for everyone Financial assignment also good And teaching is very good
663,Chadalawada Ramanamma Engineering College - [CREC],"The fee of our college is 63k, and there is no scholarship.If parents has to talk with the administration with there financial issues they will consider and fix the amount to pay. And campus placements are also available but only software companies will hire the students of CSE,ECE,EEE and if require Mechanical also."
664,Chettinad College of Engineering and Technology - [CCET],In the engineering college every one has paying the fees.. here course wise the fees may differ .. B. E &B. Tech 1 lakhs .. and the fees may reduced in cast wise and also the scholarship also the college were providing
664,Chettinad College of Engineering and Technology - [CCET],The fees structure is very low in the karur city. Government gota we had to pay 60000 and management we pay 80000 . They are all scholarship are provided . no neer to pay extra fess only we can pay exam fees only
664,Chettinad College of Engineering and Technology - [CCET],The fee structure is very normal but little high when compared to the counselling quota if unable to get in counselling or having marks you can directly get admission with a huge discount for the whole course
664,Chettinad College of Engineering and Technology - [CCET],"The fees structure varies depending upon the courses compared to other colleges the fees structure of this college was very affordable and this college follows Anna University. I have not gotten any scholarship or financial assistance because here no scholarship is considered for the Artificial Intelligence and Data Science course, also scholarship is available depending upon our 12th cutoff marks for other courses."
664,Chettinad College of Engineering and Technology - [CCET],Well you get scholarship based on reservation as well based on the marks you got. many of the students used to get secluded caste quote scholarships that helps them to pay the fees also chettinad cements employee kids get some beneficial
665,"College of Engineering And Management, Kolaghat","The total course fee for four years is around 3,60,000 Rupees. This amount varies semester-wise, averaging 42000 to 46000 rupees per semester. All other variable fees like library fees, caution fees, and lab fees are taken only in the 1st semester. Many Scholarships are also available in the college. Like SVMCM, Student Credit card etc."
665,"College of Engineering And Management, Kolaghat",Tution fees 44000 per 6months I am a general student Registration fees 1200 per 6months I don't have to get any scholarships My family is not a rich family i belong to a middle-class family. So I have faced many financial problems.
665,"College of Engineering And Management, Kolaghat",The complete fee is 560000. But from this year the fees increased and they almost crossed 700000. Scholarships like swami Vivekanand and other West Bengal govt loans will help the students pay their tuition fees.
665,"College of Engineering And Management, Kolaghat","The complete cost of my education fees ?363400 which is including tuition fees, service fees and other compulsory charges. And my hostel cost is ?239400. We get SVMCM scholarship which amount is yearly ?60000."
665,"College of Engineering And Management, Kolaghat",In my time the complete course along with hostel charge is almost 5.4 lakh but now it will be increased immensely as it will be 7-8 lakh for 2023 batch students. The scholarship are Swami Vivekananda and other also and loan given by West Bengal govt. is something that is very helpful.
666,DAV Institute of Engineering and Technology - [DAVIET],Post metric scholarship for SC/St students of Punjab. DRCC financial aid cum loan for bihar students by Bihar govt Yearly fee= 92k-100k Tuition fee= 60-70k Others = 20k-30k Registration fee- 1.5k Addmission fee-2.5k Fee increase is nearly 3-4% per year
666,DAV Institute of Engineering and Technology - [DAVIET],Overall course fee is very decent amount. My course fee is around 2.5 lakh . Our college also provide scholarships like NSS and PMS scholarship which helps the students who can't pay their fees. Our college also provide internship and placements . Right now I'm in 2nd semester so I haven't opted any job roles yet.
666,DAV Institute of Engineering and Technology - [DAVIET],"Fee structure of our college is quite decent. Even they give scholarships such as PMS( post matric scholarship) to eligible students and NSS scholarship also , so that those students who are not able to pay the fee also can take benefits of pursuing in their relevant course. College also provides the stipend based internships and job roles."
666,DAV Institute of Engineering and Technology - [DAVIET],The fee level is moderate and if any students have financial issue the discussion with principal and principal cooperate with the student and provide some less in their fee. And those students belong to SC caste can get scholarship
666,DAV Institute of Engineering and Technology - [DAVIET],"The fee structure is very simple , as the fee structure varu in the amount that we have pay per semester like sometimes it's 64k of first' semester and in 2nd sem we have to pay 35k or in next semester we have paid 53k. But the sum total of the year is 1L. Scholarship are also available for the sc st students , general students can also apply for the scholarship but the procedure is different."
667,Dhanalakshmi Srinivasan Engineering College - [DSEC],"The academic is 75000 when I was joining,now its around 1 lac per annum ,and also the admission fee also raised according to that ,except from that the lab fee,book fee,uniform fee everything been collected"
667,Dhanalakshmi Srinivasan Engineering College - [DSEC],"My name is Saurav Kumar. I am going say about fee structure and scholarship. Per semester they are taking 230000 rupees, and scholarship they are not providing to all, same students are gaining scholarship other wise no any one."
667,Dhanalakshmi Srinivasan Engineering College - [DSEC],"Actually the fee structure is good for a 3rd tier clg which is pretty close to the city, as the hostel fee and tution fee are increasing for every new batch that are admitting here , but the fee Structure will be same as the joining year of the College"
667,Dhanalakshmi Srinivasan Engineering College - [DSEC],"College and environment is really Good. Hostel is nearly ok for Tamilnadu students. Also kerala and other state students are studying in the clg. All the staff are really polite. Ragging free campus. They provide free transport facility for students of arts and science. Fees will be below 90,000 per year excluding exam fees and any cultural and functions fees. Lab need to be improve. There is scholarship for SC/ST students. If students have any sports certificate in district or state level they will provide fees concession."
667,Dhanalakshmi Srinivasan Engineering College - [DSEC],"I am paying rupees 22,500 for each semester in one year. Total of 45,000 I am a government quota student also I'm first graduate so the fees will be reduced compared to management students. Management students are paying 2,00,000 for an year. Other fees like exam fees,book fees and sports fees also getting paid"
668,Ellenki College of Engineering and Technology - [ECET],My early college fees is 60000 my scholarship fees reimbursement fees is 35000 I paid 25000 in my college other autonomous fees is 10000 the bus fees is depends on the distance which you are travelling if there is JNTU admission fees 7700 including library fee.
668,Ellenki College of Engineering and Technology - [ECET],"My fees in a year is 15,000 rs and I get a scholarship which is 4,500 rs per year , for the students who are not eligible for scholarship have a annual fees of 60,000 rs per year, and there is no hostel facility in this college"
668,Ellenki College of Engineering and Technology - [ECET],The year wise fee is 40000 rupees and I get 15000 rupees scholarship every year! And also lab fee 400 for every mid exams and also university fee of 4500/- for 1st year 5000/- 2nd year and again 5000/- 3rd year !!!
668,Ellenki College of Engineering and Technology - [ECET],The complete cost of my education is 60k per year and extra fees including jntuh fee is 6k per year and scholarship is for reservation candidates can get free seat in this college but you have to pay tuition fee and jntuh fee
668,Ellenki College of Engineering and Technology - [ECET],"The tuition fee is very less and affordable for us in less fee also they teach us very good and also the scholarship is also available in this college we can apply scholarship also, the complete cost of my education will be approximately 1,60,000 for four years and excluding others exam feeses."
669,GKM College of Engineering and Technology - [GKMCET],Fees for 1st year were around 80000 rs. and then additional fees were collected based on the learning courses provided to the students. From 2nd year to 4th year 50000 rs per year. I had no scholarships. Placement support fees are additional.
669,GKM College of Engineering and Technology - [GKMCET],The fee structure is more reasonable and it matches the facilities they provide there. Even it is more than enough for their placement activities and the scholarship. Even I got placed through their recruitment cell.
669,GKM College of Engineering and Technology - [GKMCET],I am getting SC scholarship amount of 5000 per year. And also other community scholarship is also available. Bank students educational loan is also provided for studies For all students whose wish to get loan
669,GKM College of Engineering and Technology - [GKMCET],Government scholarship is offered for every student those who eligible for it and the merit scholarship along with the trust funding is offered for the students to motivate their studies and family situation.
669,GKM College of Engineering and Technology - [GKMCET],Toppers are provided scholarship. College claims that they help in availing loan but according to my experience they just provide the necessary documentation and then you are on your own.
670,G L Bajaj Institute of Technology and Management,Teh total of my MBA was 300000 for 2 year and also o got my scholarship approx 52000 per year if you filled correctly then you also got it and the you can pay your fee in quarterly basis. But if you pay the llate they will add the charges
670,G L Bajaj Institute of Technology and Management,The total fees for the first year is 161400 After first year the fees decreased to 10 thousand ruppes. As from next year onward the fees is 151400. And except that you have to pay 7500 rupees to aktu website for conducting exam. It is the one time payment in a year. The tution fees is 105000 rupees. If you avail fw seat then you have not to pay the tution fees . The other expenses include in 56000 rupees in one year It consist 8500 for book bank. If you are from up and parents income less than 5 lakhs you can avail your scholarship .
670,G L Bajaj Institute of Technology and Management,"Total fees for 1st year btech is 1,63000rs. Tuition fees is around 105000. Books price is included in Fees. There is scholarship but it is provided by government for up only to up domicile student All my batchmate fees is same"
